Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,ContentLicense
"41498430","1","","","2017-01-06 03:25:26","","1","62","<p>I would like to know how I would go about doing this so I know what I have to learn.</p>

<p>Context:
+ I want to create an App with a Facebook login.
+ My app stores data with a Player object.</p>

<p>Is there a way to tie the Player object data with the Facebook Login? Would this be using the Facebook ""parameter"" as a key to a SQL database for example? or does Facebook allow you to store each user's Player object data with Facebook?</p>

<p>Thanks for sharing!</p>
","7364980","","","","","2017-01-06 03:25:26","Storing user app data with an app with Facebook Login","<android><facebook><storage>","0","0","","","","CC BY-SA 3.0"
"41498431","1","","","2017-01-06 03:25:40","","1","1440","<p>My Python script is terminating my netconf session before returning my XML rpc request I'm passing to it.  My XML rpc works when I connect directly to my router's Netconf session.  Can someone please help me figure this out?  I don't want to use the NCCLIENT library, I would rather open the socket to the Netconf API directly.</p>

<p>Router = 5.3.4 XRv
Python = 2.7</p>

<p><strong>Python Code:</strong></p>

<pre><code>import paramiko
import socket
import time
import sys

ROUTER_IP = 'x.x.x.x'
USERNAME = 'adrian'
PASSWORD = 'xxxxxx'

ssh = paramiko.SSHClient()
ssh.set_missing_host_key_policy(
    paramiko.AutoAddPolicy())


Send_XML = """"""
&lt;?xml version=""1.0"" encoding=""UTF-8""?&gt;
&lt;rpc message-id=""106"" xmlns=""urn:ietf:params:xml:ns:netconf:base:1.0""&gt;
   &lt;get-config&gt;
        &lt;source&gt;
          &lt;running/&gt;
        &lt;/source&gt;
        &lt;filter&gt;
            &lt;Configuration&gt;
                &lt;InterfaceConfigurationTable/&gt;
            &lt;/Configuration&gt;
        &lt;/filter&gt;
      &lt;/get-config&gt;
 &lt;/rpc&gt;
]]&gt;]]&gt;""""""

socket = socket.socket(socket.AF_INET, socket.SOCK_STREAM)
socket.connect((ROUTER_IP, 830))

trans = paramiko.Transport(socket)
trans.connect(username=USERNAME, password=PASSWORD)

# CREATE CHANNEL FOR DATA COMM
ch = trans.open_session()
name = ch.set_name('netconf')

# Invoke NETCONF
ch.invoke_subsystem('netconf echo format')

# SEND COMMAND
ch.send(Send_XML)

# Recieve data returned
data = ch.recv(2048)
while data:
    data = ch.recv(1024)
    print data,
    if data.find('&lt;/rpc-reply&gt;') == 0:
        # We have reached the end of reply
        print ""END!!""
        break

ch.close()
trans.close()
socket.close()
</code></pre>

<p><strong>Output</strong></p>

<pre><code>    C:\Python27\python.exe ""C:/Users/adrian/OneDrive/Python/DevNet/XR NCClient.py""
g/Cisco-IOS-XR-ha-eem-cfg?module=Cisco-IOS-XR-ha-eem-cfg&amp;amp;revision=2013-07-22&lt;/capability&gt;
  &lt;capability&gt;http://cisco.com/ns/yang/Cisco-IOS-XR-ha-eem-oper?
.
.
.
  &lt;capability&gt;urn:ietf:params:xml:ns:yang:ietf-yang-types?module=ietf-yang-types&amp;amp;revision=2013-07-15&lt;/capability&gt;
 &lt;/capabilities&gt;
 &lt;session-id&gt;21415&lt;/session-id&gt;
&lt;/hello&gt;
]]&gt;]]&gt; 

Process finished with exit code 0
</code></pre>

<p><strong>Direct Connect</strong></p>

<p>ssh x.x.x.x -p 830 netconf echo format</p>

<pre><code>&lt;?xml version=""1.0"" encoding=""UTF-8""?&gt;
&lt;rpc message-id=""106"" xmlns=""urn:ietf:params:xml:ns:netconf:base:1.0""&gt;
   &lt;get-config&gt;
        &lt;source&gt;
          &lt;running/&gt;
        &lt;/source&gt;
        &lt;filter&gt;
            &lt;Configuration&gt;
                &lt;InterfaceConfigurationTable/&gt;
            &lt;/Configuration&gt;
        &lt;/filter&gt;
      &lt;/get-config&gt;
 &lt;/rpc&gt;

]]&gt;]]&gt;
&lt;?xml version=""1.0"" encoding=""UTF-8""?&gt;
&lt;rpc-reply message-id=""106"" xmlns=""urn:ietf:params:xml:ns:netconf:base:1.0""&gt;
    &lt;data&gt;
        &lt;Configuration&gt;
            &lt;InterfaceConfigurationTable MajorVersion=""5"" MinorVersion=""4""&gt;
                &lt;InterfaceConfiguration&gt;
                    &lt;Naming&gt;
.
.
.

            &lt;/InterfaceConfigurationTable&gt;
        &lt;/Configuration&gt;
    &lt;/data&gt;
&lt;/rpc-reply&gt;
]]&gt;]]&gt;
</code></pre>
","7382195","","7382195","","2017-01-06 03:52:30","2017-12-20 10:42:46","Netconf connection terminating from Python script","<python>","2","0","0","","","CC BY-SA 3.0"
"41498433","1","41499111","","2017-01-06 03:26:11","","0","82","<p>I am trying to create a program that will count the number of characters in a a string that occur in-between two identical substrings,<br>
for example:</p>

<p><code>strDist(""cccatcowcatxx"", ""cat"") →</code> should <code>return 9</code> because the number of letters in-between the two instances of cat including the the instances themselves is <code>9</code>. </p>

<pre><code>public int strDist(String str, String sub) {
    if (str.length() &gt;= sub.length()){//accomodate for the last length of string hat can be equal to sub
      if ((str.substring(0,sub.length())).equals(sub)){
        return sub.length() + strDist(str.substring(sub.length(), str.length()), sub); 
      }
      else if ((str.substring(str.length() - 1, str.length()).equals(sub.substring(sub.length() - 1,sub.length())))){
        return sub.length();//return diff here
      }
      else {
          return (strDist(str.substring(1,str.length()), sub)); 
      }
    }
    return 0;   
}
</code></pre>

<p>the correct way:</p>

<pre><code>public int strDist(String str, String sub) {
    if (str.length() &gt;= sub.length()){
      if ((str.substring(0,sub.length())).equals(sub)){
          if ((str.substring(str.length() - sub.length())).equals(sub)){
              return str.length();
          }
          else{
              return strDist(str.substring(0, str.length()-1), sub);
          }
      }
      else {
          return (strDist(str.substring(1), sub)); 
      }
    }
    return 0;   
}
</code></pre>
","7090164","","7090164","","2017-01-06 17:15:36","2017-01-08 13:11:37","counting letters with Recursion","<java>","1","3","","2017-01-06 04:54:01","","CC BY-SA 3.0"
"41498435","1","","","2017-01-06 03:26:17","","1","301","<p>I am trying to run sparkling water deep learning demo in IntelliJ IDEA
The code link is:</p>

<p><a href=""https://github.com/h2oai/sparkling-water/blob/RELEASE-2.0.3/examples/src/main/scala/org/apache/spark/examples/h2o/DeepLearningDemo.scala"" rel=""nofollow noreferrer"">https://github.com/h2oai/sparkling-water/blob/RELEASE-2.0.3/examples/src/main/scala/org/apache/spark/examples/h2o/DeepLearningDemo.scala</a></p>

<p>If fails to start, the exception is:</p>

<pre><code>17/01/06 11:18:41 ERROR LiveListenerBus: SparkListenerBus has already stopped! Dropping event SparkListenerJobEnd(1,1483672721446,JobFailed(org.apache.spark.SparkException: Job 1 cancelled because SparkContext was shut down))
    at org.apache.spark.util.SparkShutdownHookManager.runAll(ShutdownHookManager.scala:187)
    at org.apache.spark.util.SparkShutdownHookManager$$anon$2.run(ShutdownHookManager.scala:177)
    at org.apache.hadoop.util.ShutdownHookManager$1.run(ShutdownHookManager.java:54)
    at java.lang.Thread.getStackTrace(Thread.java:1108)
    at org.apache.spark.scheduler.DAGScheduler.runJob(DAGScheduler.scala:632)
    at org.apache.spark.SparkContext.runJob(SparkContext.scala:1890)
    at org.apache.spark.SparkContext.runJob(SparkContext.scala:1903)
    at org.apache.spark.SparkContext.runJob(SparkContext.scala:1916)
    at org.apache.spark.SparkContext.runJob(SparkContext.scala:1930)
    at org.apache.spark.rdd.RDD$$anonfun$collect$1.apply(RDD.scala:912)
    at org.apache.spark.rdd.RDDOperationScope$.withScope(RDDOperationScope.scala:151)
    at org.apache.spark.rdd.RDDOperationScope$.withScope(RDDOperationScope.scala:112)
    at org.apache.spark.rdd.RDD.withScope(RDD.scala:358)
    at org.apache.spark.rdd.RDD.collect(RDD.scala:911)
    at org.apache.spark.h2o.backends.internal.InternalBackendUtils$class.startH2O(InternalBackendUtils.scala:163)
    at org.apache.spark.h2o.backends.internal.InternalBackendUtils$.startH2O(InternalBackendUtils.scala:262)
    at org.apache.spark.h2o.backends.internal.InternalH2OBackend.init(InternalH2OBackend.scala:99)
    at org.apache.spark.h2o.H2OContext.init(H2OContext.scala:102)
    at org.apache.spark.h2o.H2OContext$.getOrCreate(H2OContext.scala:279)
    at org.apache.spark.h2o.H2OContext$.getOrCreate(H2OContext.scala:301)
    at com.xyz.HelloSparklingWater$.main(HelloSparklingWater.scala:35)
    at com.xyz.HelloSparklingWater.main(HelloSparklingWater.scala)
</code></pre>

<p>It looks exception is thrown when constructing <code>H2OContext</code> and <code>InternalH2OBackend</code>.</p>

<p>I would ask how to run this example in spark local mode that is run within IDE</p>
","4443784","","","","","2017-01-06 03:26:17","How to run Sparkling Water example with spark in local mode","<h2o><sparkling-water>","0","1","0","","","CC BY-SA 3.0"
"41498438","1","42016342","","2017-01-06 03:26:28","","0","51","<p>I'm putting together some unit tests for a <code>dash</code> shell script I've inherited and, given the <em>large</em> number of tests we want to add, I want to keep them as concise as possible.</p>

<p>To do this, I've added a <code>check</code> helper function to handle pass or failure of a test. It basically receives the return code <code>$?</code> from the previous command and passes or fails the test based on that. This allows me to simply implement a one-liner test (of which there are <em>many</em>) as:</p>

<pre><code>for td in 1.1.1.999 {{lots of other invalid IPs}} ; do
    isInvalidIpV4 ${td} ; check is-true $? ""Checking ${td} is invalid""
done
for seg in 0 1 9 10 99 100 254 255 ; do
    td=""${seg}.${seg}.${seg}.${seg}""
    isInvalidIpV4 ${td} ; check is-false $? ""Checking ${td} is valid""
done
</code></pre>

<p>Now this is reasonably good since it gets each test down to a single line but, in my OCD quest for perfection, I wonder if there's even <em>more</em> scope for reduction.</p>

<p>I know that, like <code>bash</code>, there is the capability to run a command and use its <em>output</em> in another command, along the lines of:</p>

<pre><code>echo ""Lowercase name is $(echo PaxDiablo | tr '[A-Z]' '[a-z]')""
</code></pre>

<p>but I was wondering if there were a way to do this same substitution with the <em>return code</em> of a command.</p>

<p>That would mean my test line would be able to have that annoyingly repeated <code>$?</code> removed, changing from:</p>

<pre><code>isInvalidIpV4 ${td} ; check pass $? ""${td} should be invalid""
</code></pre>

<p>to something like:</p>

<pre><code>check pass $[isInvalidIpV4 ${td}] ""${td} should be invalid""
</code></pre>

<p>where <code>$[]</code> is the mythical ""use return code"" substitution operator.</p>

<p>Does <code>dash</code> have this facility or is there a more concise way to do it than what I've currently done?</p>

<p>Just keep in mind, other shells are not an option here, this is an embedded system for which <code>dash</code> is the only shell provided.</p>
","14860","","","","","2017-02-03 03:37:23","Is there a concise way to substitute return value of a function?","<dash-shell>","1","0","","","","CC BY-SA 3.0"
"41498442","1","","","2017-01-06 03:26:47","","0","164","<p>I put <code>ng-repeat</code> in my table because I'm doing a multiple table here's whats look like,</p>

<p><a href=""https://i.stack.imgur.com/wntg0.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/wntg0.png"" alt=""enter image description here""></a></p>

<p>and I don't know where to put the <code>&lt;br&gt;</code> tag to make them separate every repeat of the table</p>

<p>Here is my view (slim format)</p>

<pre><code>table.md-table ng-repeat=""(key, value) in search.leave_applications | groupBy:'employee.name'""
tr.md-table-headers-row
  th.md-table-header name
  th.md-table-header start
  th.md-table-header end
  th.md-table-header status
tr.md-table-headers-row
  td.md-table-headers-row
    | {{key}}
  td.md-table-headers-row colspan=""3""
tr.md-table-headers-row ng-repeat="" date in value""
  td.md-table-headers-row
  td.md-table-headers-row
    | {{date.starts_on}}
  td.md-table-headers-row
    | {{date.ends_on}}
  td.md-table-headers-row stats
</code></pre>
","4282244","","7055233","","2017-01-06 03:41:56","2017-01-06 03:41:56","ng-repeat table <br> tag","<css><angularjs><angularjs-ng-repeat>","0","3","","","","CC BY-SA 3.0"
"41498443","1","41500396","","2017-01-06 03:26:48","","3","576","<p>I have created rest APIs for my Android App. All APIs are protected using OAuth2 (password grant_type).</p>

<p>User provides the username &amp; password and server verifies the credentials and issues access_token and refresh_token which then can be used for calling APIs.</p>

<p>Now the problem here is that APIs are public and open to everyone. How can I verify that only calls generated from My Apps are honored.</p>

<p><strong>Scenario:</strong>
XYZ is a user of My App and also a very good developer. He was curious enough to figure out how my app and apis are interacting. Now he is also a bit ambitious (i guess) and decides to create his own android app (similar to my app) and uses my rest APIs. How can I secure my APIs against this usage? </p>

<p>I looked over few other posts but I didn't find anything useful to protect my APIs from such usage.</p>
","951138","","","","","2017-01-06 06:44:59","Secure Rest APIs for trusted apps","<android><rest><api><security>","1","3","","","","CC BY-SA 3.0"
"41498445","1","41498476","","2017-01-06 03:26:56","","-4","50","<p><img src=""https://i.stack.imgur.com/oLx1p.jpg"" alt=""enter image description here""></p>

<p><code>[1,2]</code> is the output. Not <code>False</code>. It should  be <code>[1,2]</code> and <code>False</code>. </p>

<p>How can the compiler ignore Console.log statement and print <code>[1,2]</code> instead? </p>

<p>I know the code is just 3 lines, but if you think there is an explanation involved in it to better understand and write good code. </p>
","2790664","","3249111","","2017-01-06 06:34:19","2017-01-06 06:34:19","I'm learning Typescript. How can you explain this?","<typescript>","1","1","","","","CC BY-SA 3.0"
"41498446","1","","","2017-01-06 03:26:58","","4","330","<p>From reading several answers on this site, I learned that <a href=""https://stackoverflow.com/questions/34337327/using-ixmldocument-inside-a-dll-needs-coinitialize""><code>CoInitialize(Ex)</code> should be called by the creator of a thread</a>. Then, any code running in that thread can use COM. If that code happens to call <code>CoInitialize(Ex)</code> by itself, that would be harmless, because it would have no effect. It should not call <code>CoUninitialize</code> – that too should be done by the creator of the thread – but it won't if it inspects the (saved) result of <code>CoInitialize(Ex)</code> which would be <code>S_FALSE</code>. If the creator would not take responsibility for performing the initialization, the thread is at the ""mercy"" of that code to pick an appropriate threading model, which from then on won't be changeable.</p>

<p><strong>What are the implications of all this for writing and using libraries?</strong></p>

<p>When all code is your own, and you have a small team, it is manageable to organize the COM (un)initialization calls well. However, with libraries, the user shouldn't need to know how they do what they do, e.g. that COM is involved. I'd hate to have in documentation what can be dealt with in code. Also, no assumptions should be made about what thread the library's code will run in, unless it concerns VCL code.</p>

<p>Most open source libraries I've inspected call <code>CoInitialize(Ex)</code> in the <code>initialization</code> section and <code>CoUninitialize</code> in the <code>finalization</code> section, often even without checking if initialization succeeded. Some call <code>InitProc</code> instead, yet some first check <code>IsLibrary</code>.</p>

<p>What is it that they really should be doing? What if I'd write a unit myself that I'd want anyone to be able to use without much consideration? Wrap everything that touches COM in a thread and have that thread perform its own COM (un)initialization?</p>

<p>How bad is it really to be naive about it, like those open source units? When using them in a VCL app, their COM (un)initialization would always run on the main thread, which already has that <a href=""https://stackoverflow.com/questions/19984807/shellexecuteex-and-coinitialize-in-vcl-thread"">performed first by <code>Forms.TApplication.Create</code></a>. Does that make the calls in the units innocent but useless? What if any of the units is listed in the <code>.dpr</code> before <code>Forms</code>? What about non-VCL apps, or DLL's? Should I not use such units before having them corrected? Should I somehow guard against what they might try to do, by preventively initializing COM always?</p>

<p>This is a rather complex question, but it all boils down to: how to (make it easy to) avoid trouble with regards to COM (un)initialization?</p>
","1163893","","-1","","2017-05-23 12:01:55","2017-01-06 07:13:05","How to deal with COM (un)initialization from a library perspective?","<delphi><com>","1","4","","","","CC BY-SA 3.0"
"41498448","1","41499035","","2017-01-06 03:27:01","","0","112","<p>I've been struggling for a few days on this problem and haven't found an adequate solution. Hoping someone can help. What I'm trying to achieve is to allow the user to click ""change location"", input a location and have that input dictate the background image set for ""weather"". The problem is that the code works the first time the button is clicked, but not the second. Why could this be? </p>

<p>Here's the <a href=""http://codepen.io/alexwilson/full/rjagwv/"" rel=""nofollow noreferrer"">CodePen</a>.</p>

<p>I have the following Javascript code:</p>

<pre><code>// Dynamic buttons
var inputs = document.getElementsByTagName('input');

for (var i = 0, len = inputs.length; i &lt; len; i++) {
  input = inputs[i];
  input.onmouseover = function() {
    this.setAttribute('data-orig-image', this.getAttribute('src'));
    this.src = this.getAttribute('data-alt-image');
  };
  input.onmouseout = function() {
    this.src = this.getAttribute('data-orig-image');
  };
};

//Get location
var getLocation = $.ajax({
  type: 'GET',
  url: ""http://ipinfo.io/json"",
});

//Once location is received, wrap get weather with returned data/function
getLocation.done(function(data) {
  //Set user's current location 
  var location = data.city;
  //Set user location on page
  $("".location"").html(location);
  //Get weather for user's current location
  var getWeather = $.ajax({
    type: 'GET',
    url: ""http://api.openweathermap.org/data/2.5/weather?q='"" + location + ""&amp;APPID=4b3ff62e3ed31d05cb44a014d891b7e6"",
  });
  //Once received do stuff with data!
  getWeather.done(function(data) {
    var temp = data.main.temp;

    var kelvinDegrees = temp;
    var imperialDegrees = ((kelvinDegrees * (9 / 5)) - 459.67);
    var truncatedImperial = Math.floor(imperialDegrees * 100) / 100;
    var metricDegrees = kelvinDegrees - 273.15;
    var truncatedMetric = Math.floor(metricDegrees * 100) / 100;

    $("".degrees"").html(truncatedImperial);

    var shown = 1;
    $("".changeUnits"").click(function() {

      if (shown == 1) {
        $(""#fahrenheit"").css(""display"", ""none"");
        $(""#celsius"").css(""display"", ""inline-block"");
        $("".degrees"").html(truncatedMetric);
        shown = 2;

      } else {
        $(""#celsius"").css(""display"", ""none"");
        $(""#fahrenheit"").css(""display"", ""inline-block"");
        $("".degrees"").html(truncatedImperial);
        shown = 1;
      }
    });

    if (kelvinDegrees &gt; 291.48) {
      $('.weather').addClass('weather-hot');
    } else if (kelvinDegrees &lt; 291.48 &amp;&amp; kelvinDegrees &gt; 269.26) {
      $('.weather').addClass('weather-temperate');
    } else {
      $('.weather').addClass('weather-cold');
    }

  });

});

// Get user defined location on click/prompt here
$("".changeLocation"").on(""click"", function() {
  //Define new location via prompt
  var newLocation = prompt(""Enter your destination, please:"");
  //Set new location on the page
  $("".location"").html(newLocation);
  //Get new weather data based on new location
  var getWeather = $.ajax({
    type: 'GET',
    url: ""http://api.openweathermap.org/data/2.5/weather?q='"" + newLocation + ""&amp;APPID=4b3ff62e3ed31d05cb44a014d891b7e6"",
  });
  // Once received - repeat previous process to set new background image, etc
  getWeather.done(function(data) {

    temp = data.main.temp;

    var kelvinDegrees = temp;
    var imperialDegrees = ((kelvinDegrees * (9 / 5)) - 459.67);
    var truncatedImperial = Math.floor(imperialDegrees * 100) / 100;
    var metricDegrees = kelvinDegrees - 273.15;
    var truncatedMetric = Math.floor(metricDegrees * 100) / 100;

    $("".degrees"").html(truncatedImperial);

    var shown = 1;
    $("".changeUnits"").click(function() {

      if (shown == 1) {
        $(""#fahrenheit"").css(""display"", ""none"");
        $(""#celsius"").css(""display"", ""inline-block"");
        $("".degrees"").html(truncatedMetric);
        shown = 2;

      } else {
        $(""#celsius"").css(""display"", ""none"");
        $(""#fahrenheit"").css(""display"", ""inline-block"");
        $("".degrees"").html(truncatedImperial);
        shown = 1;
      }
    });

    if (kelvinDegrees &gt; 291.48) {
      $('.weather').addClass('weather-hot');
    } else if (kelvinDegrees &lt; 291.48 &amp;&amp; kelvinDegrees &gt; 269.26) {
      $('.weather').addClass('weather-temperate');
    } else {
      $('.weather').addClass('weather-cold');
    }
  });
});
</code></pre>

<p>Here's the HTML:</p>

<pre><code>&lt;html&gt;

&lt;body&gt;

  &lt;div class=""weather""&gt;

    &lt;div class=""ship""&gt;

      &lt;div class=""container""&gt;

        &lt;div class=""eighty""&gt;&lt;/div&gt;

        &lt;div class=""twenty""&gt;
          &lt;div class=""thirty-2""&gt;

            &lt;div class=""status""&gt;
              Loc: &lt;span class=""location""&gt;&lt;/span&gt;&lt;br&gt;&lt;br&gt; Temp: &lt;span class=""degrees""&gt;&lt;/span&gt;&amp;#176; &lt;span id='fahrenheit'&gt;F&lt;/span&gt;
              &lt;span id='celsius' style='display:none;'&gt;C&lt;/span&gt;&lt;br&gt;&lt;br&gt; Cond:
            &lt;/div&gt;
            &lt;div class=""thirty-2-2""&gt;&lt;/div&gt;
            &lt;div class=""controls""&gt;
              &lt;input type=""image"" id=""buttons"" class=""changeLocation"" src=""http://i1079.photobucket.com/albums/w513/spudees/img_0531_31979702762_o_zps3nxo0l9w.png"" data-alt-image=""http://i1079.photobucket.com/albums/w513/spudees/img_0532_32128262395_o_zpsgqmta3cy.png""
              /&gt;&lt;br&gt;&lt;br&gt;
              &lt;input type=""image"" id=""buttons"" class=""changeUnits"" src=""http://i1079.photobucket.com/albums/w513/spudees/img_0534_31979680392_o_zps5t3o2w7w.png"" data-alt-image=""http://i1079.photobucket.com/albums/w513/spudees/img_0533_32128259015_o_zpsijybngnw.png""
              /&gt;
            &lt;/div&gt;

          &lt;/div&gt;

        &lt;/div&gt;

      &lt;/div&gt;

    &lt;/div&gt;

&lt;/body&gt;

&lt;/html&gt;
</code></pre>

<p>and CSS:</p>

<pre><code>html,
body {
  min-height: 100%;
  background-image: url(""https://i.ytimg.com/vi/JquobII5VjA/maxresdefault.jpg"");
  margin: 0;
  padding: 0;
}

.weather-cold {
  min-height: 100vh;
  max-width: 100vw;
  margin: auto;
  padding: 0;
  background-size: 100% 100%;
  background-repeat: no-repeat;
  background-position: center;
  background-image: url(""https://blenderartists.org/forum/attachment.php?attachmentid=416901&amp;d=1451562942"");
}

.weather-temperate {
  min-height: 100vh;
  max-width: 100vw;
  margin: auto;
  padding: 0;
  background-size: 100% 100%;
  background-repeat: no-repeat;
  background-position: top;
  background-image: url(""http://vignette3.wikia.nocookie.net/starwars/images/9/9c/Endor_matte.jpg/revision/latest?cb=20070811234822"");
}

.weather-hot {
  min-height: 100vh;
  max-width: 100vw;
  margin: auto;
  padding: 0;
  background-size: 100% 100%;
  background-repeat: no-repeat;
  background-position: center;
  background-image: url(""https://content.pulse.ea.com/content/starwars-ea-com/en_US/starwars/battlefront/news-articles/the-star-wars-battlefront-planets--creating-tatooine/_jcr_content/featuredImage/renditions/rendition1.img.jpg"");
}

.ship {
  height: 100vh;
  position: relative;
  background: url(""http://i.imgur.com/LIWZWHP.png"")no-repeat;
  background-size: 100% 100%;
  background-position: center;
}

.changeLocation {
  margin-top: 15px;
}

.container {
  min-height: 100vh;
  margin: 0;
  padding: 0;
  display: flex;
  flex-direction: column;
}

.eighty {
  min-height: 82vh;
  background-color: blue;
  margin: 0;
  padding: 0;
  visibility: hidden;
}

.twenty {
  min-height: 18vh;
  min-width: 100%;
  margin: 0;
  padding: 0;
  display: flex;
  flex-direction: row;
  justify-content: center;
  align-content: center;
}

.thirty-2 {
  min-width: 30vw;
  display: inline-block;
  margin: 0;
  padding: 0;
  text-align: center;
  display: flex;
  flex-direction: row;
  justify-content: center;
  align-content: center;
}

.thirty-2-2 {
  width: 6%;
  display: inline-block;
  margin: 0;
  padding: 0;
}

.status {
  height: 60%;
  width: 30%;
  display: inline-block;
  background-color: #0f1817;
  z-index: 200;
  color: #5cc35c;
  font-family: helvetica;
  font-size: 2.3vmin;
  text-align: left;
}

.controls {
  height: 80%;
  width: 30%;
  display: inline-block;
  margin: 0;
  padding: 0;
  background-color: #0f1817;
  z-index: 200;
  color: #5cc35c;
  font-family: helvetica;
  font-size: 2.5vmin;
}

#buttons {
  max-width: 100%;
  height: auto;
  width: auto\9;
  /* ie8 */
}
</code></pre>
","6811668","","6811668","","2017-01-06 04:37:00","2017-01-06 04:39:30","Adding a second class doesn't work","<javascript><jquery><css><ajax>","1","0","","","","CC BY-SA 3.0"
