Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,ContentLicense
"38664803","1","","","2016-07-29 17:54:28","","2","2071","<p>I have some weird multithreading bugs, so I wanted to use the gcc thread sanitizer to find them. However, when I compile with <code>-sanitize=thread</code> the resulting binary segfaults immediatly with the following stacktrace:</p>

<pre><code>#0  0x0000000000000000 in ?? ()
#1  0x00007ffff5911cee in ?? () from /usr/lib/x86_64-linux-gnu/libtsan.so.0
#2  0x00007ffff593408d in ?? () from /usr/lib/x86_64-linux-gnu/libtsan.so.0
#3  0x00007ffff58eeb98 in ?? () from /usr/lib/x86_64-linux-gnu/libtsan.so.0
#4  0x00007ffff58ef0ce in __interceptor___cxa_atexit ()
   from /usr/lib/x86_64-linux-gnu/libtsan.so.0
#5  0x00007ffff55d1e56 in ?? () from /usr/lib/x86_64-linux-gnu/libstdc++.so.6
#6  0x00007ffff7de74ea in call_init (l=&lt;optimised out&gt;, argc=argc@entry=1, 
    argv=argv@entry=0x7fffffffdeb8, env=env@entry=0x7fffffffdec8)
    at dl-init.c:72
#7  0x00007ffff7de75fb in call_init (env=0x7fffffffdec8, argv=0x7fffffffdeb8, 
    argc=1, l=&lt;optimised out&gt;) at dl-init.c:30
#8  _dl_init (main_map=0x7ffff7ffe168, argc=1, argv=0x7fffffffdeb8, 
    env=0x7fffffffdec8) at dl-init.c:120
#9  0x00007ffff7dd7cfa in _dl_start_user () from /lib64/ld-linux-x86-64.so.2
#10 0x0000000000000001 in ?? ()
#11 0x00007fffffffe22b in ?? ()
#12 0x0000000000000000 in ?? ()
</code></pre>

<p>I tried adding the <code>-static-libtsan</code> attribute, but now I get the following error:</p>

<pre><code>FATAL: ThreadSanitizer CHECK failed: ../../../../src/libsanitizer/sanitizer_common/sanitizer_allocator.h:1203 ""((IsAligned(p, page_size_))) != (0)"" (0x0, 0x0)
    #0 __tsan::TsanCheckFailed(char const*, int, char const*, unsigned long long, unsigned long long) &lt;null&gt; (sql+0x0000004aeb53)
    #1 __tsan::TsanCheckFailed(char const*, int, char const*, unsigned long long, unsigned long long) &lt;null&gt; (sql+0x0000004aeb5b)
    #2 __sanitizer::CheckFailed(char const*, int, char const*, unsigned long long, unsigned long long) &lt;null&gt; (sql+0x0000004b3af3)
    #3 __tsan::user_free(__tsan::ThreadState*, unsigned long, void*, bool) &lt;null&gt; (sql+0x00000049e6fc)
    #4 operator delete(void*) &lt;null&gt; (sql+0x00000045f6ec)
    #5 __static_initialization_and_destruction_0(int, int) [clone .constprop.123] &lt;null&gt; (sql+0x00000044a4ab)
    #6 __libc_csu_init &lt;null&gt; (sql+0x00000254468c)
    #7 __libc_start_main &lt;null&gt; (libc.so.6+0x0000000207be)
    #8 _start &lt;null&gt; (sql+0x000000459e18)
</code></pre>

<p>How can I fix this? What am I doing wrong here?</p>
","1408611","","","","","2020-04-17 20:36:52","Using gcc's thread sanitizer yields various errors at startup","<c++><c><multithreading><gcc><thread-sanitizer>","2","2","0","","","CC BY-SA 3.0"
"38664805","1","","","2016-07-29 17:54:35","","0","311","<p>I'm trying to grab all of the cell history of a given sheet and spit it out to a csv. The code works on one sheet but not on another. When I get to the revision section of the code, I get a bunch of attribute errors.  The following code is in the guts of a function cycling through the cells of a sheet. </p>

<p>Error reads <code>'Error' object has no attribute 'data'</code> </p>

<p>The weirdest part is that the errors are not found consistently. As in, cycling through the same sheet, different cells will pop the error than when I ran the script last time. I am catching the Attribute Error, but that doesn't really solve the problem.  Help? </p>

<pre><code>            #get the cell history
            action = smartsheet.Cells.get_cell_history(
                sheetid,
                row.id,
                columns[c].id,
                #include_all=True
                )

            try:
                revisions = action.data

            except AttributeError as inst:
                print('found Attribute error in this cell:')
                print(inst)
</code></pre>
","6641559","","","","","2016-08-04 20:12:07","Smartsheet Error Objects - Attribute Error","<python><smartsheet-api>","1","0","","","","CC BY-SA 3.0"
"38664806","1","","","2016-07-29 17:54:37","","0","552","<p>I need date picker for my hybrid mobile app, i develop an application with ionic framework and i want to display Date picker by clicking on a button, i don't want to choose the normal way like : &lt; input type = ""date""></p>

<p>Thank you for helping me,</p>
","","user5854242","","user5854242","2016-09-01 16:20:16","2016-09-01 16:20:16","Display Date picker for ionic","<angularjs><date><ionic-framework><datepicker>","0","5","","","","CC BY-SA 3.0"
"38664813","1","38665425","","2016-07-29 17:54:52","","1","124","<p>I was playing around with JavaScript/canvas and I want my objects color to depend on the distance to its center from current mouse position.This is my current function that gets color every <code>mousemove</code> event:</p>

<pre><code>function getColorFromDistance(node1,node2){
    var dist = getDist(node1,node2); //Getting distance;
    var cl = (Math.round(255/dist*255)).toString(16); //this needs to be a propper formula
    return ""#"" + cl + cl + cl; //converting to hex
}
</code></pre>

<p>Currently I get a blink effect when the distance gets 255.
I need a way to get the colors strength be depended on the distance, so that the further mouse is away from object the more its darken and when mouse is on the objects center its fully white.Well you get the idea.I just need the formula</p>
","6655457","","5692251","","2016-07-29 18:31:02","2016-07-29 18:32:38","Get color from distance","<javascript><canvas>","1","1","","","","CC BY-SA 3.0"
"38664815","1","","","2016-07-29 17:55:05","","2","474","<p>I'm writing an LPeg-based parser. How can I make it so a parsing error returns <code>nil, errmsg</code>?</p>

<p>I know I can use <code>error()</code>, but as far as I know that creates a normal error, not <code>nil, errmsg</code>.</p>

<p>The code is <a href=""https://bitbucket.org/SoniEx2/mdxml/src/ed38151d8e395134c39c0abaeda84ebfbc5ae278/mdxml.lua"" rel=""nofollow"">pretty long</a>, but the relevant part is this:</p>

<pre><code>local eof = lpeg.P(-1)
local nl = (lpeg.P ""\r"")^-1 * lpeg.P ""\n"" + lpeg.P ""\\n"" + eof -- \r for winblows compat
local nlnoeof = (lpeg.P ""\r"")^-1 * lpeg.P ""\n"" + lpeg.P ""\\n""
local ws = lpeg.S("" \t"")
local inlineComment = lpeg.P(""`"") * (1 - (lpeg.S(""`"") + nl * nl)) ^ 0 * lpeg.P(""`"")
local wsc = ws + inlineComment -- comments count as whitespace
local backslashEscaped
= lpeg.P(""\\ "") / "" "" -- escaped spaces
+ lpeg.P(""\\\\"") / ""\\"" -- escaped escape character
+ lpeg.P(""\\#"") / ""#""
+ lpeg.P(""\\&gt;"") / ""&gt;""
+ lpeg.P(""\\`"") / ""`""
+ lpeg.P(""\\n"") -- \\n newlines count as backslash escaped
+ lpeg.P(""\\"") * lpeg.P(function(_, i)
    error(""Unknown backslash escape at position "" .. i) -- this error() is what I wanna get rid of.
  end)
local Line = lpeg.C((wsc + (backslashEscaped + 1 - nl))^0) / function(x) return x end * nl * lpeg.Cp()
</code></pre>

<p>I want <code>Line:match(...)</code> to return <code>nil, errmsg</code> when there's an invalid escape.</p>
","3691554","","3691554","","2016-07-29 23:01:01","2016-09-03 05:30:41","How can I signal parsing errors with LPeg?","<error-handling><lua><lpeg>","1","3","","","","CC BY-SA 3.0"
"38664819","1","","","2016-07-29 17:55:28","","-1","1635","<p>I have a fieldset with a bunch of elements. It's disabled, but I want to keep one of the divs and all its children in the div enabled, while keeping all the other elements disabled. Is this possible? Either in JQuery or CSS or anything!</p>

<p>ex. I want to enable ""Notes"" but keep ""Paper"" disabled</p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;fieldset disabled&gt;
  &lt;div name=""paper"" class=""form-control"" style=""width:100%; height:300px;border:1px solid black;""&gt;
    &lt;input name=""AddPaper"" type=""button"" value=""Add"" class=""btn btn-warning btn-xs"" /&gt;
  &lt;/div&gt;
  &lt;div name=""notes"" class=""form-control"" style=""width:100%; height:300px;border:1px solid black;""&gt;
    &lt;input name=""AddNotes"" type=""button"" value=""Add"" class=""btn btn-warning btn-xs"" /&gt;
    &lt;input name=""saveNotes"" type=""button"" value=""Save"" class=""btn btn-success btn-xs"" /&gt;
  &lt;/div&gt;
&lt;/fieldset&gt;</code></pre>
</div>
</div>
</p>
","1186050","","","","","2016-07-29 18:22:38","How can I make a div element inside a disabled fieldset enabled?","<javascript><jquery><html><css>","2","1","","","","CC BY-SA 3.0"
"38664824","1","","","2016-07-29 17:55:40","","1","380","<p>I have an array / vector and I want to generate a new array by processing the first. A simple example of what I need is that every i-th element from the new array is the sum of the i-1, i, and i+1 elements from the first one.
I know this can be done very easily in a sequential manner by iterating through the array. I was wandering if there any kind of assigning expression that would generalize this and make this a parallel operation.(like in math: new[i] := old[i - 1] + old[i] + old[i + 1], where i ∈ (1, n) ).</p>
","5989964","","1033581","","2017-10-08 11:36:45","2017-10-08 11:36:45","generalized aggregate in vhdl","<arrays><vhdl><fpga>","1","2","","","","CC BY-SA 3.0"
"38664825","1","","","2016-07-29 17:55:50","","0","74","<p>Goodmorning guys.</p>

<p>I'm coming from python environment and turning to c# scripting.</p>

<p>Is there a way in c# to simply collect multiple elements from a list as shown?</p>

<pre><code>List = []
List.append(a,b,c,d,e,f,g,h,i)
items = List[2:6]
</code></pre>

<p>to get</p>

<pre><code>c
d
e
f
g
</code></pre>

<p>Anyone got simple solutions?</p>
","6655465","","","","","2016-07-29 18:04:17","Equivalent list comprhension methods between python and c#","<c#><python><list>","2","2","","2016-08-03 13:05:04","","CC BY-SA 3.0"
"38664829","1","","","2016-07-29 17:55:55","","0","757","<p>We have lots of playbooks that we use to setup our remote instances. We would like to use those playbooks when bringing up our local environment for test purposes as well.</p>

<p>Is it possible to differentiate between a playbook running locally and remotely?</p>

<p>I'm looking for something like:</p>

<p><code>- name: install apache2
   apt: name=apache2 update_cache=yes state=latest
   when: ansible.connection_type == 'local'</code></p>

<p>Which means I only want to install apache when running ansible against my local environment.</p>

<p>I will then execute it with:
<code>ansible-playbook -i /root/ansible-config/ec2.py -c local myplaybook.yml</code></p>

<p>Is it possible?</p>
","2186567","","","","","2016-07-30 06:40:24","Ansible differentiate local and remote connection","<ansible>","1","0","","","","CC BY-SA 3.0"
"38664831","1","","","2016-07-29 17:56:03","","0","713","<p>I know I can turn axes on and off in bokeh with <code>p1.xaxis.visible = None</code> or <code>p1.yaxis.visible = None</code> from <a href=""https://stackoverflow.com/questions/30545372/hide-axis-in-bokeh"">Hide Axis in Bokeh</a>.  What if I have an extra y range I want to change the visibility of?  I've defined my extra axis like this:</p>

<pre><code>plot.extra_y_ranges = {'ORP': Range1d(start=0, end=plot_d['y_axis2_max'])}
plot.add_layout(LinearAxis(y_range_name='ORP', axis_label='ORP, mV'), 'left')
</code></pre>

<p>I tried <code>plot.extra_y_ranges.visible = None</code> but it has no effect, and I wasn't able to find anything in the documentation.  Have I missed something?</p>
","6397884","","-1","","2017-05-23 12:10:22","2017-03-14 16:36:36","Bokeh: How to change extra axis visibility","<python-2.7><plot><bokeh>","1","0","0","","","CC BY-SA 3.0"
