Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,ContentLicense
"57649991","1","","","2019-08-25 21:50:54","","0","49","<p>can anyone recommend the way to create the new project in Visual Studio C++ with all the settings (flags and switches) like in another project?</p>

<p>let say i have a project with settings for releases: debug, release and release statist - all for Win32 and Win64. If i create a new project i have only debug and release for Win32 - how to copy target definitions - so it will be identical between two projects?</p>

<p>Visual Studio 2010/2017</p>

<p>Adam</p>
","10996354","","","","","2019-08-25 21:50:54","Visual studio C++ - create the new project with settings from existing project","<c++><visual-studio><visual-c++>","0","4","","","","CC BY-SA 4.0"
"57649996","1","","","2019-08-25 21:51:45","","0","159","<p>I’m asking for some advice on what is the best way to tackle this problem. Use any formulas inside excel or seek an alternative version (VBA Module)</p>

<p>In <code>sheet1</code>, I have 16 columns and around 200k rows.</p>

<p>In <code>Sheet2</code>, I have column 8 or H given with around 500 rows of data.</p>

<p>The goal is to look at column H name (which is unique) go to sheet1 find that unique name and fill in the column in sheet two.</p>

<p>I have tried using vlookup with no success until now. All I get is Na and I checked if the length is the same</p>

<pre><code>=VLOOKUP(H2,todo,1,0)
=VLOOKUP(H2,All_Cells,1,0)
=VLOOKUP(""Sheet4!"",Sheet4!A40515:P40590,1,0)
</code></pre>

<p>Sheet1
<img src=""https://i.stack.imgur.com/IYXK0.jpg"" alt=""Sheet1""></p>

<p>Sheet2
<img src=""https://i.stack.imgur.com/riMZx.jpg"" alt=""Sheet2""></p>

<p>How it should look</p>

<p><img src=""https://i.stack.imgur.com/QbJst.jpg"" alt=""result""></p>

<p><strong>Edit after teylyn's answer:</strong> I have implemented </p>

<pre><code>=index(Sheet1!A:A,match($H2,Sheet1!$H:$H,0))
</code></pre>

<p>it seems to be working fine but in a  couple rows I get #N/A.
I have aligned them to the right and checked if they have the  same length using 
=len()  function. </p>
","","user11524825","","user11524825","2019-08-27 07:19:13","2019-08-27 07:19:13","Find list of names in other Sheet and copy them","<excel><vlookup>","2","0","","","","CC BY-SA 4.0"
"57649998","1","","","2019-08-25 21:51:47","","0","411","<p>I would getting data from web. I use Voley. But I get com.android.volley.ServerError error.</p>

<p>Codes: </p>

<pre><code>        String url = ""http://xxx.xxx.xx.xx/haberler.php"";

        haberler = new ArrayList&lt;String&gt;();

        StringRequest stringrequest = new StringRequest(Request.Method.POST, url, new Response.Listener&lt;String&gt;(){
            public void onResponse(String response){

                try {

                    JSONArray haberjson = new JSONArray(response);

                    for(int i = 0; i &lt; haberjson.length(); i++){

                        JSONObject haberobje = haberjson.getJSONObject(i);

                        Toast.makeText(haber.this, haberobje.getString(""haber""), Toast.LENGTH_LONG).show();

                        haberler.add(haberobje.getString(""haber""));

                    }

                }catch(JSONException jsone1){

                    Toast.makeText(haber.this, jsone1.toString(), Toast.LENGTH_LONG).show();

                }
            }
        }, new Response.ErrorListener(){
            public void onErrorResponse(VolleyError ve1){

                Toast.makeText(haber.this, ve1.toString(), Toast.LENGTH_LONG).show();

            }
        });

        stringrequest.setRetryPolicy( new DefaultRetryPolicy(50000, 5, DefaultRetryPolicy.DEFAULT_BACKOFF_MULT));

        RequestQueue requestqueue = Volley.newRequestQueue(haber.this);
        requestqueue.add(stringrequest);
</code></pre>

<p>Photo: </p>

<p><a href=""https://i.stack.imgur.com/F6zqG.png"" rel=""nofollow noreferrer"">print stack</a></p>

<p>The codes are right?</p>

<p>How I can resolve this problem?</p>

<p>I need your help.</p>
","11975842","","11975842","","2019-08-26 04:36:35","2019-08-26 07:56:08","Getting com.android.volley.ServerError in Volley library Android","<android><android-volley>","2","2","","","","CC BY-SA 4.0"
"57649999","1","57650043","","2019-08-25 21:52:08","","0","1466","<p>I have one component in react that give me the hours in format ""00:00"", i need to sum the total of this hours.</p>

<p>I make a action to after search the workouts, sum and give me the sumHoras:</p>

<pre><code>export const searchWorkout = () =&gt; {
    return (dispatch) =&gt; {
        axios.get(`${URL}`)
            .then((resp) =&gt; {
                if(resp.data){
                    dispatch({type: 'WORKOUT_SEARCHED', payload: resp.data})
                    let sumHoras = 0;
                    for(let i=0;i&lt;resp.data.length;i++){
                        sumHoras += resp.data[i].tempoGasto
                    }
                    dispatch({type: 'TEMPOGASTO_CHANGED', payload: sumHoras})
                }
            })
        }
}
</code></pre>

<p>This reducer <code>""TEMPOGASTO_CHANGED""</code> return the total of hours of the resp.data.tempoGasto list.</p>

<p>How i can sum this total of hours?</p>

<pre><code>for(let i=0;i&lt;resp.data.length;i++){
     sumHoras += resp.data[i].tempoGasto
}
</code></pre>

<p>My second tentative:</p>

<pre><code> for(let i=0;i&lt;resp.data.length;i++){
                        var dt = new Date(0, 0, 0, 0, 0, 0);
                        dt.setHours(dt.getHours() + Number(resp.data[i].tempoGasto.substring(0,2)));      // For the 01:00
                        dt.setMinutes(dt.getMinutes() + Number(resp.data[i].tempoGasto.substring(3,5))); // For the first 00:30
                    }
</code></pre>

<p>but the hours is not summing and the minutes are returning nan</p>

<p>return me the string: 001:0001:0009:3505:05</p>
","11972904","","11972904","","2019-08-25 22:05:01","2019-08-25 22:26:15","How to sum hours in format 00:00 string in react","<javascript><reactjs><redux>","3","0","","","","CC BY-SA 4.0"
"57650002","1","","","2019-08-25 21:53:03","","0","68","<p>i am new to Django, so since yesteday, I keep having problem with the No reverse match in the password reset done. I don't know what is the problem. whenever I visit the"" 127.0.0.1:8000/reset-password"", it says no reverse match. please help me.  </p>

<p>this is the urs.py</p>

<pre><code>from django.conf.urls import url
from . import views
from django.contrib.auth.views import login, logout, password_reset, 
  password_reset_done

app_name='blog'
urlpatterns = [
url(r'^$', views.home,name='home-blog'),
url(r'^About/',views.About ,name='About'),
url(r'^register/',views.register, name='register'),

url(r'^login/$',login,{'template_name':'blog/login.html'}),
url(r'^logout/$',logout,{'template_name':'blog/logout.html'}),
url(r'^reset-password/$',password-reset, name='password-reset'),
url(r'^reset-password/done/$',password_reset_done, name='password_reset_done'),
</code></pre>

<p>]</p>
","5632028","","","","","2019-08-26 01:50:31","how to fix No reverse match ""password _reset_done""?","<django><python-3.x><django-urls><password-recovery>","1","4","","","","CC BY-SA 4.0"
"57650005","1","","","2019-08-25 21:53:20","","0","269","<h1>Kubernetes Cluster Upgrades <em>The Hard Way</em></h1>

<p>What are the (high-level) steps required to upgrade a HA kubernetes cluster? </p>

<p>In the spirit of ""Kubernetes the Hard Way"", what are the manual steps that would form the basis of an automated process to achieve an upgrade of: 
the control plane components? 
the worker components?</p>

<p>The official docs assume the use of kubeadm, which is outside the scope of this question.</p>
","5754555","","","","","2019-08-25 22:19:00","What are the ""manual"" steps to upgrade a kubernetes cluster (without using kubeadm)?","<kubernetes><kubernetes-cluster>","1","0","","2019-08-26 09:08:58","","CC BY-SA 4.0"
"57650013","1","57650124","","2019-08-25 21:55:36","","0","90","<p>I already used Future Builder but still have this problem </p>

<p>This is my body code, i've already using future builder but still it have length problem. I dont understand this.</p>

<pre><code>FutureBuilder(
                future: showPosts(),
                builder: (context, snapshot) {
                  return ListView.builder(
                      itemCount: snapshot.data.length,
                      itemBuilder: (context, index) {
                        return Card(
                          color: Color(0xFFE1F5FE),
                          child: Column(
                            mainAxisSize: MainAxisSize.min,
                            children: &lt;Widget&gt;[
                              const ListTile(
                                leading: Image(
                                    image: 
AssetImage('images/pantai.jpg')),
                                title: Text('Pantai Nglambor'),
                                subtitle: Text('by Ahmad Thariq Syauqi'),
                              ),
                              ButtonTheme.bar(
                                child: ButtonBar(
                                  children: &lt;Widget&gt;[
                                    FlatButton(
                                      child: const Text('DETAILS'),
                                      onPressed: () {
                                        Navigator.push(
                                          context,
                                          MaterialPageRoute(builder: 
(context) {
                                            return DetailPost();
                                          }),
                                        );
                                      },
                                    ),
                                  ],
                                ),
                              ),
                            ],
                          ),
                        );
                      });
                })
</code></pre>

<p>How can i fix this?</p>
","11936244","","","","","2019-08-25 22:21:37","How to Fix ""The getter 'length' was called on null","<flutter>","1","0","","","","CC BY-SA 4.0"
"57650016","1","57694377","","2019-08-25 21:55:44","","3","1159","<p>The technology for this must be available I'm just not sure how to hook it up. This is not intended to use in production, so I understand the effect it will have on performance, this mostly just an idea about debugging I'm working through. This would be for all or some files in a project, not just a single file.</p>

<p>I want to:</p>

<ol>
<li>Use a precompiler, like webpack or grunt, I don't want it in the
actual files. </li>
<li>Locate all functions/methods. (Prototypes methods would be nice as well)</li>
<li>Wrap these functions with a simple function.</li>
</ol>

<p>A simple example would be:</p>

<p><strong>INPUT:</strong></p>

<pre><code>const obj = {
    func: function(){return 'obj.Func'}
};

function B(a,b,c){
    const innerFunc = (e,f,g)=&gt;{
        return 'innerFunc'
    };
    return
}
</code></pre>

<p>---- Runs through complier ---</p>

<p><strong>OUTPUT:</strong></p>

<pre><code>    const wrapper = (arguments,cb)=&gt;{
        // Spread arguments etc.
        // this is pseudo code but you get the idea
        console.log('Hey this function ran!')
        return cb(arguments[0],arguments[1],arguments[2]);
    }

    const obj = {
        func: function(){return wrapper(arguments,()=&gt;{ return 'obj.Func'})}
    };

    function B(a,b,c){
        return wrapper(arguments,(a,b,c)=&gt;{
            const innerFunc = (e,f,g)=&gt;{
                return wrapper(arguments,(e,f,g)=&gt;{
                    return 'innerFunc
                });
            };
        });
    }
</code></pre>

<p>I'm just not quite sure where to look to try to do this.  I guessing that Babel already identifies everything like this, as well as eslint etc.</p>
","3741423","","10950630","","2019-08-29 12:22:42","2019-08-29 12:22:42","Use webpack or node.js compiler to wrap all functions and methods","<javascript><webpack><gruntjs><babeljs><precompile>","1","3","0","","","CC BY-SA 4.0"
"57650021","1","57650337","","2019-08-25 21:56:40","","0","73","<p>I have a long list of sentences(Essay Sentences) and their attributes that I need to filter out and add together only specific ones. I am using the new Filter() function. I have four different filter options(Levels, AP Scores, Hellman Scores, and Highest Level) and I am trying to find a way to choose some filters and not all.</p>

<p>Right now I have this, which takes 'Essay Sentences'!H5:H9999 and has ALL the filters...</p>

<p>=SUM(FILTER(FILTER(FILTER(FILTER('Essay Sentences'!H5:H9999, 'Essay Sentences'!G:G=B2, 0), 'Essay Sentences'!C:C=C2, 0), 'Essay Sentences'!D:D=D2, 0), 'Essay Sentences'!E:E=E2, 0))</p>

<p>The problem I am having is how to ignore a specific filter if I don’t want it to apply in one instance.</p>

<p>For example, I might want to filter out all sentences that don't have a “Level” of 4100 (G4). In this example, I don’t want to filter out anything using the “AP Score” column, but in another example, I might want to.</p>

<p>Is there a way to have multiple filters, but still have the ability to ignore one?</p>
","11975697","","11975697","","2019-08-27 08:28:08","2019-08-27 08:28:08","""ONLY FILTER IF"" Function?","<excel><excel-formula>","1","1","","","","CC BY-SA 4.0"
"57650025","1","","","2019-08-25 21:57:07","","0","664","<p>I created a scatter plot using a dataframe that has 3 columns (x,y,z). I am now changing the scatter plot type to an Axes3D.scatter() so that it is 3D and can rotate. Axes3D.scatter() takes two position arguments, and I don't know how to convert my 3 data points into 2. </p>

<pre class=""lang-py prettyprint-override""><code>Axes3D.scatter(xs, ys, zs=0, zdir='z', s=20, c=None, depthshade=True, *args, **kwargs)
</code></pre>

<p>Creates a scatter plot.</p>

<p>Argument--> Description
xs, ys --> Positions of data points.
zs--> Either an array of the same length as xs and ys or a single value to place all points in the same plane. Default is 0.</p>

<pre><code>import matplotlib.pyplot as plt

from mpl_toolkits.mplot3d import Axes3D

Axes3D.scatter(finalDf.loc[indicesToKeep, 'principal component 1']
           , finalDf.loc[indicesToKeep, 'principal component 2']
           , finalDf.loc[indicesToKeep, 'principal component 3']
           , c = colors
              )
</code></pre>

<p>The error I get is:</p>

<pre class=""lang-py prettyprint-override""><code> AttributeError: 'Series' object has no attribute 'has_data'
</code></pre>

<p>I assume this is because the data I am giving for xs, yz is only one datapoint. </p>

<p>What I would like to see is a 3D scatter plot.</p>
","10776614","","11375296","","2019-08-26 01:53:15","2019-08-26 01:53:15","For Axes3D.scatter() how do you change points that were described using 3 vector to 2 numbers for MatPlotLib in python?","<python><matplotlib><scatter3d>","0","3","","2019-08-25 22:02:04","","CC BY-SA 4.0"
