Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,ContentLicense
"21248805","1","","","2014-01-21 03:50:40","","0","1849","<p>I am trying to create form by dynamically adding rows and deleting it when user clicks on delete button using php code,</p>

<p><img src=""https://i.stack.imgur.com/gP9RX.png"" alt=""enter image description here""></p>

<p>below is my code to render first row while opening the form ,</p>

<pre><code>&lt;div class=""selector-details"" style=""display:none""&gt;
    &lt;div class='newfield'&gt;
      &lt;div id='container'&gt;  
      &lt;table id=""tid""&gt;
       &lt;tr&gt;
        &lt;td&gt;&lt;?php echo CHtml::dropDownList('field_list','',$field_name); ?&gt;&lt;/td&gt;
       &lt;td&gt;&lt;?php echo CHtml::dropDownList('field_list','',$operator); ?&gt;&lt;/td&gt;
       &lt;td&gt;&lt;?php echo CHtml::textField('querybox'); ?&gt;&lt;/td&gt;
       &lt;td&gt; &lt;?php echo CHtml::imageButton(Yii::app()-&gt;request-&gt;baseUrl.'/images/Trash.jpg',array('class'=&gt;'trash-action')); ?&gt;&lt;/td&gt;
       &lt;?php echo ""&lt;br&gt;""; ?&gt;
        &lt;td&gt; &lt;?php echo CHtml::dropDownList('condition_check','',$condition_check);?&gt;&lt;/td&gt;
        &lt;/tr&gt;

      &lt;/table&gt;

    &lt;/div&gt;
    &lt;/div&gt;
    &lt;?php 
    echo CHtml::button('Add',array('class'=&gt;'addfield-button','background-style'=&gt;'none'));
</code></pre>

<p>how i should make call the above code to add rows and delete particular row when user clicks on the row delete button ? I am new to yii please provide any idea to go further.</p>
","3129123","","","","","2014-06-06 10:42:34","Dynamically adding and deleting table rows - Yii Framework","<javascript><php><yii>","1","0","","","","CC BY-SA 3.0"
"21248808","1","21248907","","2014-01-21 03:50:49","","1","10566","<p>I've stumbled upon one blog post where an author explains how to expand the size of a cell gradually while you scroll over the entire table view, using the following method:</p>

<pre><code>
-(void)tableView:(UITableView *)tableView willDisplayingCell:(UITableViewCell *)cell forRowAtIndexPath:(NSIndexPath *)indexPath {
    cell.transform = CGAffineTransformMakeScale(0.8, 0.8);
    [UIView animateWithDuration:0.5 animations:^{
        cell.transform = CGAffineTransformIdentity;
    }];
}
</code></pre>

<p>However, when I implemented the above method in my view controller's implementation section, and ran the simulator, the result didn't look changed pre- and post-implementation.</p>

<p>So I then add <code>cell.textLabel.text = [UIColor greenColor];</code> just beneath <code>cell.transform = CGAffineTransformMakeScale(0.8, 0.8);</code> of the method above, and ran the simulator again, the screen didn't display any cells whose text is colored with green.</p>

<p>So what does this method do and when should I use it?</p>

<p>I create my template using master-detail application with core data, but even if I didn't  use core data it didn't change at all.</p>

<p>I'm on Xcode 5.0.2 and use iOS 7 simulator.</p>
","2360798","","","","","2014-10-17 05:33:29","UITableView: willDisplayCell: forRowAtIndexPath: method - what does this method do?","<ios><objective-c><uitableview>","2","0","","","","CC BY-SA 3.0"
"21248811","1","21248834","","2014-01-21 03:51:00","","0","93","<p>Now, I'm aware of the thousand or so questions that have already been answered regarding punctuation stripping. However mine is a bit different than the ones I've looked at.</p>

<p>I need a code that strips all punctuation, EXCEPT hyphens and single apostrophes.</p>

<p>The code I've found so far is:</p>

<pre><code>import re
def textStrip():
    text = input(""Text? "")
    return re.compile('\w+').findall(text)
</code></pre>

<p>This works fantastic for stripping all punctuation, now I'm wondering if there is a way to add exceptions to this? Or if someone has a better way all together, that would help tremendously. Thanks!</p>

<p>Sample:</p>

<pre><code>""A tall-ish wall, with trim.I don't want to paint it;""
</code></pre>

<p>Would return:</p>

<pre><code>[""A"", ""tall-ish"", ""wall"", ""with"", ""trim"", ""I"", ""don't"", ""want"", ""to"", ""paint"", ""it""]
</code></pre>
","3195358","","2225682","","2014-01-21 03:53:28","2014-01-21 03:53:28","Specific Punctuation Stripping Python","<python><regex><punctuation><stripping>","1","0","","","","CC BY-SA 3.0"
"21248813","1","21248910","","2014-01-21 03:51:11","","0","815","<p>I'm trying to recursively  find the ith positive integer for which the predicate is true. I need to keep it general for every function.</p>

<pre><code>ithTrueValue :: (Int -&gt; Bool) -&gt; Int-&gt; Int
ithTrueValue func i
    | i &lt; 1 = error ""Integer MUST BE greater than 0"" 
    | ithTrueValue func i = 1 + ithTrueValue(func i-1   )
    | otherwise = ithTrueValue(func i-1)

I get a type error:

ERROR file:.\new  10.hs:6 - Type error in guard
*** Term           : ithTrueValue func i
*** Type           : Int
*** Does not match : Bool
</code></pre>
","","user1713330","","","","2014-01-21 06:14:59","Haskell Type Error (Int -> Bool Function Parameter)","<haskell>","2","1","","","","CC BY-SA 3.0"
"21248816","1","","","2014-01-21 03:51:19","","1","1964","<p>sI cannot make alias 'sublime' to work suing</p>

<pre><code>ln -s ""/Applications/Sublime Text.app/Contents/SharedSupport/bin/subl"" ~/bin/subl
</code></pre>

<p>I checked path:</p>

<pre><code>/Applications/Sublime Text.app/Contents/SharedSupport/bin/
</code></pre>

<blockquote>
  <p>$ls- la</p>
</blockquote>

<p>total 0</p>

<blockquote>
  <p>drwxr-xr-x  2 ks  admin   68 Jan 19 11:22 .</p>
  
  <p>drwxr-xr-x  3 ks  admin  102 Dec 16 21:25 ..</p>
</blockquote>

<p>This is what I tired to do:</p>

<ol>
<li>open file using subl</li>
<li>$ cd subl</li>
</ol>

<blockquote>
  <p>-bash: cd: subl: No such file or directory</p>
</blockquote>

<ol>
<li>$ open subl</li>
</ol>

<blockquote>
  <p>The file /Applications/Sublime
  Text.app/Contents/SharedSupport/bin/subl does not exist.</p>
</blockquote>

<ol>
<li>$ subl --help</li>
</ol>

<blockquote>
  <p>-bash: subl: command not found</p>
</blockquote>
","1576481","","184184","","2014-01-21 12:47:44","2016-04-11 01:15:03","Sublime Text 3 - OS X Command Line, subl doesn't work","<sublimetext><sublimetext3>","3","2","0","","","CC BY-SA 3.0"
"21248817","1","21248895","","2014-01-21 03:51:28","","0","9443","<p>So I'm still kinda new to HTML/CSS and I imported a custom font. I have a lot of one line headers and paragraphs on my website but they require lots of different styles. I can't use ""H1-6"" or ""header"" or ""p"" every time. What's a better way to address Headers/Paragraphs? Thanks!</p>

<pre><code>&lt;h1&gt;Qualenist&lt;/h1&gt;
&lt;h2&gt;Lorem ipsum dolor sit amet &amp; consectetur adipisicing elit&lt;/h2&gt;
&lt;h3&gt;Sign Up&lt;/h3&gt;
&lt;h4&gt;learn more&lt;/h4&gt;
&lt;h6&gt;&lt;span&gt;already a member?&lt;/span&gt; Sign in&lt;/h6&gt;
&lt;header&gt;How it works&lt;/header&gt;
</code></pre>
","2605157","","2605157","","2014-01-21 04:55:22","2014-01-21 04:55:22","CSS/HTML Addressing Multiple Headers","<html><css>","4","4","","2014-02-28 13:57:30","","CC BY-SA 3.0"
"21248818","1","","","2014-01-21 03:51:31","","-2","886","<p>This is my <code>Select</code> query.</p>

<pre><code>select * 
from  
    #temptableforRiskDisiplineStaLvl 
inner join 
    #temptableforRiskDisipline on #temptableforRiskDisiplineStaLvl.PROJ_ID = #temptableforRiskDisipline.PROJ_ID
</code></pre>

<p>Which is fetching below result set.</p>

<pre><code>PROJ_ID test Risk_Status    test2 Risk_Status   PROJ_ID     test Owner      test2 Owner
  20            Green           Red                 20              XXXXXX          NULL
  21            NULL            NULL                21          YYYYYY          NULL
</code></pre>

<p>Is there any way to re-align my column order into this format?</p>

<pre><code>PROJ_ID test Risk_Status    test Owner  test2 Risk_Status   test2 Owner.
</code></pre>

<p>The main thing here is two temp tables columns are dynamically generated from other table columns using PIVOT. So I could not judge what are all the table columns going to be. </p>
","2511556","","13302","","2014-01-21 05:36:21","2014-01-21 11:31:45","SQL Query to re-align column order","<sql-server-2008><pivot>","1","4","","","","CC BY-SA 3.0"
"21248820","1","21253347","","2014-01-21 03:51:49","","0","166","<p>I am trying to create a grid in MATLAB. </p>

<p>The number of rows and columns for the grid are to be entered by the user during run-time.</p>

<p>When the user clicks on a particular block/square of the grid,</p>

<ol>
<li><p>I need to obtain the co-ordinates of the block (i.e. <code>(1,1)</code>, <code>(2,3)</code> etc.)</p></li>
<li><p>I also need to color that square/block.</p></li>
</ol>

<p>Any suggestions as to how I can do so?</p>
","1821324","","2778484","","2014-01-21 06:35:29","2014-01-22 08:11:34","Interactive Grid","<matlab><grid><interactive>","1","0","","","","CC BY-SA 3.0"
"21248821","1","21248964","","2014-01-21 03:51:49","","0","8123","<p>I have got the NSIndexPath from a uitableview before but I'm not sure why this doesn't work for collectionview? Any help would be greatly appreciated!</p>

<p>Here's the code I need to fix:</p>

<pre><code>NSIndexPath *indexPath = [self.collectionView indexPathForSelectedRow];
sqlColumns *author = [self.favoriteExercises objectAtIndex:indexPath.row];
</code></pre>
","1959893","","1226963","","2014-01-21 03:53:54","2014-01-21 04:20:06","UICollectionView NSIndexPath?","<ios><objective-c><uicollectionview><nsindexpath>","2","10","0","","","CC BY-SA 3.0"
"21248825","1","21257110","","2014-01-21 03:52:11","","0","884","<p>I am new to Apache camel. I have very common use case that i am struggling to configure camel route. The use case is to take execution context </p>

<ol>
<li>Update database using execution context. </li>
<li>Then using event on the execution context, create a byte message and send over MQ. </li>
<li>Then in the next step again use execution context and perform event processing. </li>
<li>Update database using execution context. </li>
</ol>

<p>So basically its kind of nested routes. In the below configuration I need to have access to the executionContext that executionController has created in the updateSchedulerState, sendNotification, processEvent and updateSchedulerState i.e. steps annotated as 1,2, 3 and 4 respectively.</p>

<pre><code>from(""direct:processMessage"")
    .routeId(""MessageExecutionRoute"")
    .beanRef(""executionController"", ""getEvent"", true)
    .beanRef(""executionController"", ""updateSchedulerState"", true)    (1)
    .beanRef(""executionController"", ""sendNotification"", true)        (2)
                 .beanRef(""messageTransformer"", ""transform"", true)       
                 .to(""wmq:NOTIFICATION"")
    .beanRef(""executionController"", ""processEvent"", true)            (3)
                 .beanRef(""eventProcessor"", ""process"", true)
                 .beanRef(""messageTransformer"", ""transform"", true)       
                 .to(""wmq:EVENT"")
    .beanRef(""executionController"", ""updateSchedulerState"", true);   (4)
</code></pre>

<p>Kindly let me know how should i configure the route for the above use case.</p>

<p>Thanks,
Vaibhav</p>
","3165236","","1236217","","2014-01-21 04:03:32","2014-01-21 11:41:41","Apache camel nested routes","<apache><apache-camel>","1","0","","","","CC BY-SA 3.0"
"21248828","1","21248981","","2014-01-21 03:52:33","","1","1260","<p>I'm trying to redirect to the home page after logging out by using django's <code>logout_then_login</code> function describe at <a href=""https://docs.djangoproject.com/en/1.5/topics/auth/default/"" rel=""nofollow"">https://docs.djangoproject.com/en/1.5/topics/auth/default/</a> but I think I'm not passing the url in correctly (I'm fairly new to django) </p>

<p>Any feedback is greatly appreciated.</p>

<p><strong>Homepage URL</strong></p>

<pre><code>url(r'^$', 'myfitgames.views.home', name='home'),
</code></pre>

<p><strong>Logout URL</strong></p>

<pre><code>url(r'^accounts/logout/$', 'django.contrib.auth.views.logout_then_login(request,""/"")', name='logout'),
</code></pre>
","2016740","","2225682","","2015-04-13 11:02:22","2015-04-13 11:02:22","django redirect to home page after logging out","<python><django><django-urls>","1","0","","","","CC BY-SA 3.0"
"21248833","1","","","2014-01-21 03:53:04","","0","302","<p>I have a problem using codeigniter pagination. The problem is when I open the 2nd page during paging it is showing the error <code>404 page not found</code>. I do not know why but for the 1st page it is working.</p>

<p><strong>Model:</strong></p>

<pre><code>    public function home($limit='',$segment=''){ 
    $data = array();
    $this-&gt;db-&gt;where(array('produk.status_produk'=&gt;'1'))-&gt;limit($limit,$segment); 
    $i=0;
    foreach ($this-&gt;get_all() as $item){
        $data[$i] = $item;
        $this-&gt;db-&gt;where(array('produk_id'=&gt;$item-&gt;id_produk,'default'=&gt;'1'));
        if($this-&gt;db-&gt;get('foto_produk')-&gt;num_rows() &gt; 0){
            $this-&gt;db-&gt;where(array('produk_id'=&gt;$item-&gt;id_produk,'default'=&gt;'1'));
            $foto = $this-&gt;db-&gt;get('foto_produk')-&gt;result();
            foreach ($foto as $pic) {
                $data[$i]-&gt;image = $pic-&gt;image;
                $data[$i]-&gt;thumb = $pic-&gt;thumb;
            }
        } else {
            $data[$i]-&gt;image = '';
            $data[$i]-&gt;thumb = '';
        }
        $i++;
    }
    return $data;
}
</code></pre>

<p><strong>Controller:</strong></p>

<pre><code>            $cari = $this-&gt;input-&gt;post('search');
        $this-&gt;db-&gt;like('deskripsi_produk', $cari);
        $this-&gt;db-&gt;or_like('nama_produk', $cari);
        $this-&gt;db-&gt;order_by('id_produk','desc');
        $t = $this-&gt;produk_m-&gt;home();

        $this-&gt;data-&gt;search = $this-&gt;input-&gt;post('search');

        $this-&gt;load-&gt;library('pagination');
        $perPage = 2;
        $uri_segment = 2;
        $total = count($t); 
        $config['base_url'] = site_url('search');
        $config['total_rows'] = $total;
        $config['per_page'] = $perPage;
        $config['num_links'] = '2';
        $config['uri_segment'] = $uri_segment;

        $this-&gt;pagination-&gt;initialize($config);
        $this-&gt;data-&gt;pagination = $this-&gt;pagination-&gt;create_links();

        $this-&gt;db-&gt;like('deskripsi_produk', $cari);
        $this-&gt;db-&gt;or_like('nama_produk', $cari);
        $this-&gt;db-&gt;order_by('id_produk','desc');
        $this-&gt;data-&gt;produk = $this-&gt;produk_m-&gt;home($config['per_page'],$this-&gt;uri-&gt;segment(2));


        $this-&gt;template-&gt;set_judul('PT Bintang Sriwijaya')
        -&gt;set_css('style')
        -&gt;set_parsial('sidebar','sidebar_view',$this-&gt;data)
        -&gt;set_parsial('topmenu','top_view',$this-&gt;data)
        -&gt;render('search',$this-&gt;data);   
}
</code></pre>

<p><strong>View:</strong> </p>

<pre><code>&lt;h2&gt;Hasil Pencarian&lt;/h2&gt;&lt;br /&gt;
&lt;?php if($produk):?&gt;
&lt;h3&gt;&lt;center&gt;&lt;?php echo $pagination;?&gt;&lt;/center&gt;&lt;/h3&gt;&lt;br /&gt;
&lt;?php foreach($produk as $item): ?&gt;
    &lt;div class=""produk-wrap""&gt;
        &lt;div class=""image-wrap""&gt;
            &lt;div class=""image-iner""&gt;
                &lt;a href=""&lt;?php echo base_url().'index.php/produk/'.$item-&gt;nama_kategori.'/'.$item-&gt;url_produk;?&gt;""&gt;
                &lt;?php if($item-&gt;thumb == ''): ?&gt;
                    &lt;div class=""no-image""&gt;
                        &lt;span&gt;Belum ada Gambar&lt;/span&gt;
                    &lt;/div&gt;
                &lt;?php else: ?&gt;
                    &lt;img src=""&lt;?php echo base_url().$item-&gt;thumb ?&gt;"" /&gt;
                &lt;?php endif; ?&gt;
                &lt;?php if ($item-&gt;stok == 0): ?&gt;
                    &lt;div class=""trans""&gt;
                        &lt;span&gt;Stok Habis&lt;/span&gt;
                    &lt;/div&gt;
                &lt;?php endif; ?&gt;
            &lt;/div&gt;
        &lt;/div&gt;
        &lt;div class=""produk-name""&gt;
            &lt;?php echo $item-&gt;nama_produk;?&gt;
        &lt;/div&gt;
        &lt;?php if($item-&gt;harga_baru != 0): ?&gt;
            &lt;div class=""harga-lama""&gt;
                Rp. &lt;?php echo $this-&gt;cart-&gt;format_number($item-&gt;harga_jual) ?&gt;
            &lt;/div&gt;
            &lt;div class=""harga-jual""&gt;
                Rp. &lt;?php echo $this-&gt;cart-&gt;format_number($item-&gt;harga_baru) ?&gt;
            &lt;/div&gt;
        &lt;?php else: ?&gt;
            &lt;div class=""harga-jual""&gt;
                Rp. &lt;?php echo $this-&gt;cart-&gt;format_number($item-&gt;harga_jual) ?&gt;
            &lt;/div&gt;
        &lt;?php endif; ?&gt;
        &lt;/a&gt;
    &lt;/div&gt;
&lt;?php endforeach; ?&gt;
&lt;?php else:
echo ""Data yang dicari belum ada"";
endif;?&gt;
</code></pre>
","3180033","","1397504","","2014-01-21 03:56:02","2014-01-21 04:22:29","2nd page not working pagination","<php><codeigniter><pagination>","1","0","","","","CC BY-SA 3.0"
"21248840","1","21249082","","2014-01-21 03:53:47","","36","167194","<p>I know that <code>waitpid()</code> is used to wait for a process to finish, but how would one use it exactly?</p>

<p>Here what I want to do is, create two children and wait for the first child to finish, then kill the second child before exiting.</p>

<pre><code>//Create two children
pid_t child1;
pid_t child2;
child1 = fork();

//wait for child1 to finish, then kill child2
waitpid() ... child1 {
kill(child2) }
</code></pre>
","3063864","","3782727","","2014-08-13 05:27:14","2019-05-23 19:11:35","Example of waitpid() in use?","<c><fork><parent-child><waitpid>","3","2","0","","","CC BY-SA 3.0"
"21248844","1","","","2014-01-21 03:54:11","","0","459","<p>client :in  plist file 
Required background modes:</p>

<pre><code>[App plays audio or streams audio/video using AirPlay,App provides Voice over IP services]
</code></pre>

<p>in function <strong>createStream</strong>  </p>

<pre><code> CFReadStreamSetProperty(readStream, kCFStreamNetworkServiceType, kCFStreamNetworkServiceTypeVoIP);
    CFWriteStreamSetProperty(writeStream, kCFStreamNetworkServiceType, kCFStreamNetworkServiceTypeVoIP);
</code></pre>

<p>in function <strong>applicationDidEnterBackground</strong></p>

<pre><code>BOOL backgroundAccepted = [application setKeepAliveTimeout:600 handler:^{
    [self send:[NSString stringWithFormat:@""%@ KeepAliveTimeout"",[NSDate date]]];
}];
if (backgroundAccepted)
{
    DLog(@""VOIP background"");
}
_bgTaskId=[application beginBackgroundTaskWithExpirationHandler:^{
    [self alert:@""ExpirationHandler""];
    [application endBackgroundTask:_bgTaskId];
    _bgTaskId=UIBackgroundTaskInvalid;
}];
</code></pre>

<p>in function  <code>applicationWillEnterForeground</code></p>

<pre><code>[application clearKeepAliveTimeout];
</code></pre>

<p>server send message to client every 5 senconds with NSTimer.client app use local notification to show message in background immediately;</p>
","3214569","","3214569","","2014-01-21 04:11:10","2015-04-22 06:25:18","ios voip socket run in background,after 9min,SIGSTOP sigal recevied. Why?","<ios><sockets><background><voip>","2","0","","","","CC BY-SA 3.0"
"21248845","1","21249259","","2014-01-21 03:54:18","","0","1127","<p>In C# client side, we can open SQL connections based on connection string. Connection pool is used to improve the client performance.</p>

<p>We want to monitor how many connections are active and how many are free for use, which is very important to client side health check. Unfortunately, I didn't find any way to get this kind of information. Can any one tell me? Or I have to implement it by myself?</p>
","2873417","","","","","2014-01-21 04:36:04","how to monitor SQL client connection number in C#","<c#><sql><connection><monitor>","2","2","","","","CC BY-SA 3.0"
"21248851","1","21249388","","2014-01-21 03:55:00","","0","916","<p>What is the format of the .tar.gz file for setting up firefox preference from selenium python? </p>

<pre><code>from selenium import webdriver
profile = webdriver.FirefoxProfile()
profile.set_preference('browser.helperApps.neverAsk.saveToDisk',('application/tgz'))

browser = webdriver.Firefox(firefox_profile = profile)
</code></pre>

<p>above code did not work.
Would be fine if someone has tried out it before.</p>
","2964502","","","","","2014-01-21 04:47:27","What is the format of the .tar.gz file for setting up firefox preference from selenium python?","<python><firefox><selenium>","1","0","","","","CC BY-SA 3.0"
