Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,ContentLicense
"70647545","1","","","2022-01-10 03:38:17","","0","263","<p>I'm trying to get the value of bat output, when an error occurs. but it seems to like the error won't return as string. here is the code:</p>
<pre><code>stage(&quot;test111&quot;){
  dir(&quot;${base_dir}\\server-frame-auth&quot;){
          withMaven(jdk: 'jdk1.8', maven: 'M3') {
              try{
                result = bat (encoding: 'UTF-8', label: '', returnStdout: true, script: 'mvn clean deploy -DskipTests=true')
              } catch (ex){
                mail bcc: '', body: result, cc: '', from: 'xxx', replyTo: '', subject: &quot;deploy failed!&quot;, to: 'xxx'
              }
         } 
  }
</code></pre>
<p>}</p>
<p>the result variable will not set, if bat command has error</p>
","14053773","","","","","2022-01-10 03:38:17","How to get the error of bat value in Jenkins pipeline","<jenkins><pipeline>","0","3","","","","CC BY-SA 4.0"
"70647546","1","70647653","","2022-01-10 03:38:17","","4","5770","<p>NgRx, which is the Angular version of Redux for React is for State Management. In React, state management can get complicated, and Redux is there to help. For Angular, this should not be the case as everything is synced due to two way data binding.</p>
<p>However, I see a lot of projects using NgRx.</p>
<p>Why is this so?</p>
","1034912","","1034912","","2022-01-10 03:48:21","2022-01-10 07:36:31","What is the reason to use NgRx in Angular when data is always synced due to two way data binding?","<angular><redux><react-redux><ngrx>","4","0","0","","","CC BY-SA 4.0"
"70647548","1","","","2022-01-10 03:38:32","","0","127","<p>I want to iterate through this array of objects and put values inside the array into variables.
My code looks like this:</p>
<pre class=""lang-py prettyprint-override""><code>    my_event = {&quot;headers&quot;:{},
    'httpMethod': 'POST', 'body': {&quot;letter&quot;:&quot;A&quot;,
    &quot;arr_of_obj&quot;:[{&quot;One&quot;:&quot;first&quot;,&quot;Two&quot;:&quot;Second&quot;}]}}

    my_event_arr = json.dumps(my_event[&quot;body&quot;])
    
    for i in my_event_arr[&quot;arr_of_obj&quot;]:
        num_one = i[&quot;One&quot;]
        num two = i[&quot;Two&quot;]
</code></pre>
<p>This is not my code, but a representation of what I want to achieve. When I try to do this, I get this error:</p>
<blockquote>
<p>string indices must be integers</p>
</blockquote>
<p>How can I fix this?</p>
","16899295","","16136190","","2022-01-11 00:30:46","2022-01-11 00:30:46","Python - getting ""string indices must be integers"" while using json.dumps()","<python><json><string><dictionary><for-loop>","1","3","","","","CC BY-SA 4.0"
"70647549","1","76367156","","2022-01-10 03:38:36","","1","495","<p>I would like to display an image in a terminal inline, without a line break afterwards. I came across the <a href=""https://en.wikipedia.org/wiki/Sixel"" rel=""nofollow noreferrer"">Sixel</a> format, but all examples I've found move the cursor to the next line after the image is displayed.</p>
<pre><code>% cat hi.sixel; echo rest
(sixel image here)
rest
%
</code></pre>
<p>Using the script from <a href=""https://en.wikipedia.org/wiki/Sixel#/media/File:Sixel_demo.png"" rel=""nofollow noreferrer"">Sixel Demo</a>:</p>
<pre class=""lang-sh prettyprint-override""><code>#!/bin/sh
echo
echo
echo
echo -n before
printf 'G1BxIzA7MjswOzA7MCMxOzI7MTAwOzEwMDswIzI7MjswOzEwMDswIzF+fkBAdnZAQH5+QEB+fiQjMj8/fX1HR319Pz99fT8/LSMxITE0QBtcCg==' | base64 -d
echo -n after
echo
echo
echo
</code></pre>
<p>I get the following output (note an <em>extra</em> blank line between sixel and &quot;after&quot;):</p>
<p><a href=""https://i.stack.imgur.com/teT5v.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/teT5v.png"" alt=""&quot;before&quot; printed on the same line as the sixel, but &quot;after&quot; is on the line after next"" /></a></p>
<ul>
<li>Is this behavior specified by the Sixel standard?</li>
<li>How can I display a sixel image inline, like this?</li>
</ul>
<pre><code>% cat hi.sixel; echo rest
(sixel image here)rest
%
</code></pre>
","288201","","","","","2023-05-31 10:43:06","Displaying a sixel image in a terminal without a line break afterwards","<terminal><sixel>","2","0","","","","CC BY-SA 4.0"
"70647555","1","70692697","","2022-01-10 03:39:15","","0","336","<p>Currently using the graph API to show messages from a chat outside of microsoft teams.</p>
<p>I am looking for a way to display a typing indicator in my app. However, <strong>I need to know when a user is typing in an ms teams chat</strong> through the Graph API and can not find anything in the docs about this other than this mention of a <a href=""https://learn.microsoft.com/en-us/graph/api/resources/chatmessage?view=graph-rest-1.0#properties"" rel=""nofollow noreferrer"">'typing' chatMessageType for messageType</a>.</p>
<p>I don't know what this 'typing' type is or when it comes about. I am subscribed to messages in a chat but they all come through as 'message' when they're sent or <strong>after</strong> they're edited (editing the message/typing in the chat box does not trigger any events)</p>
<p>(I am aware of the bot framework but would rather not use it at this time)</p>
<p>Thanks</p>
","7664836","","","","","2022-01-13 07:14:55","Typing indicator in Microsoft Teams through Graph API - chatMessageType 'typing'?","<microsoft-graph-api><microsoft-teams><microsoft-graph-teams>","1","1","","","","CC BY-SA 4.0"
"70647557","1","","","2022-01-10 03:39:33","","0","95","<p>Good Evening,</p>
<p>I am working on a small piece of code to run a curl command to keep a connection open to a server so that I can receive broadcast packets when something changes, like a door is unlocked. I wrote this with Net::HTTPS in Ruby, but the controller I need to run it on conflicts with it. So, I rewrote it using PTY to cURL from Ruby. It works, but every time it disconnects every 30 seconds I need to kill the process and restart it which takes time. I'd like to just keep a PTY session open and just keep running cURL over and over when it disconnects. I'm just not getting anywhere. Below is where I'm at right now. It works for what I need but sometimes it causes macOS to throw a forkpty error and then I have to reboot the Mac mini controller. Well it was doing that before I added the process kill, but it takes a few days to show up if it does. Also, I can't use gems due to install restrictions, only stock Ruby. Thanks again.</p>
<pre><code>    fullCommand = &quot;curl -s -k -X #{cmd} '#{url}' #{header}&quot;
loop do
    begin
    PTY.spawn( fullCommand ) do |stdout, stdin, pid|
        begin
        # Send Output to Savant
        stdout.each { |line| parseBcast(line,valuesListID,valuesListFID)}
        $LOG.info(&quot;Finished cURL and killing pid: #{pid}&quot;)
        Process.kill('QUIT',pid)
        rescue =&gt; err
            $LOG.error(&quot;Broadcast Exited: #{err}&quot;)
            Process.kill('QUIT',pid)
            retry
        end
    rescue =&gt; err
        $LOG.error(&quot;Broadcast Exited: #{err}&quot;)
        Process.kill('QUIT',pid)
        retry
    end
    end
end
</code></pre>
","16092071","","","","","2022-01-10 03:39:33","Ruby PTY Commands and Feedback","<ruby><pty>","0","2","","","","CC BY-SA 4.0"
"70647561","1","70647733","","2022-01-10 03:40:06","","0","809","<p>I have a simple problem in Spring/JPA. Supposedly, I have this format of request:</p>
<p><strong>model/BillDto.java</strong></p>
<pre><code>public class BillDto {
    private String desc;
    private Long id;
    private Integer amount;
    
    public BillDto(String desc, long id, int amount) {
        this.desc = desc;
        this.id = id;
        this.amount = amount;
    }
}
</code></pre>
<p>or as this json format</p>
<pre><code>{
    &quot;desc&quot;: &quot;String&quot;,
    &quot;id&quot;: 0,
    &quot;amount&quot;: 0
}
</code></pre>
<p>And this is the controller</p>
<p><strong>controller/BillController.java</strong></p>
<pre><code>@RequestMapping(method = RequestMethod.POST)
public void create(@RequestBody BillDto billDto) {
    billService.create(billDto); // some service to execute
}
</code></pre>
<p>However when I accidentally request with wrong format, the generated SQL won't execute, hence it returns 500 code. For example,</p>
<pre><code>{
    &quot;desc&quot;: &quot;String&quot;,
    &quot;id&quot;: 0
}
</code></pre>
<p>How do I handle this error in shortest lines of codes? How do I validate the json request to match the model/dto before passing it to service?</p>
","10901306","","10901306","","2022-01-10 03:45:44","2022-01-10 04:15:24","How to validate JSON request matched with model/dto entity?","<java><json><spring><spring-boot>","1","1","","","","CC BY-SA 4.0"
"70647565","1","","","2022-01-10 03:41:16","","1","240","<p>I have the following dataframe of people with their test results:</p>
<pre><code>df = pd.DataFrame({'name': 'A B C D E F G H I J'.split(),
                   'result': [0.30, '&lt;0.30', '0.20', 1.20, 'less than 0.30', 'less than 0.25', 1.26, 'test 1.29', 'less than 3.30', 'more than 0.40']})

print(df)

  name          result
0    A             0.3
1    B           &lt;0.30
2    C            0.20
3    D             1.2
4    E  less than 0.30
5    F  less than 0.25
6    G            1.26
7    H       test 1.29
8    I  less than 3.30
9    J  more than 0.40
</code></pre>
<p>I need to extract float values from <code>result</code> column, for which I'm applying the following code:</p>
<pre><code>df['result'] = df['result'].str.extract(r'(\d+.\d+)').astype('float')
</code></pre>
<p>However, there is a problem. I have a threshold of <code>0.30</code>. That means I need to keep the rows with the result of <code>0.30</code> or more than <code>0.30</code>. With this logic, the result with <code>less then 30</code> or <code>&lt;30</code> should be omitted. That's why <code>df[df['result'] &gt;= 0.30]</code> won't work when I apply the filter.</p>
<pre><code> name   result
0   A   0.3
1   B   0.30 # should be omitted as it's less than 0.30
3   D   1.2
4   E   0.30 # should be omitted as it's less than 0.30
6   G   1.26
7   H   1.29
8   I   3.3  
9   J   0.40
</code></pre>
<p><strong>Desired output:</strong></p>
<pre><code>  name  result
0   A   0.30
3   D   1.20
6   G   1.26
7   H   1.29
8   I   3.30
9   J   0.40
</code></pre>
<p>What would be the smartest way of doing it? Any suggestions would be appreciated. Thanks!</p>
","12210377","","12210377","","2022-01-10 04:10:26","2022-01-11 02:23:52","Extract Float Values from Strings with Conditions in Dataframe","<python><regex><pandas><string><data-manipulation>","1","1","","","","CC BY-SA 4.0"
"70647566","1","","","2022-01-10 03:41:40","","1","410","<p><a href=""https://i.stack.imgur.com/YSHXv.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/YSHXv.jpg"" alt=""when I right clicked on jupyter lab in chrome"" /></a></p>
<p>when I right click the file on jupyterlab browser, I expect the menu for copy, cut, duplicates... but it is not right now. I updated the jupyter-lab and used safari instead of, but it doesn't work..</p>
<p>Anyone experienced this? I use macbook air 2018, catalina</p>
","10137044","","10137044","","2022-01-10 04:06:38","2022-01-10 04:06:38","jupyer lab browser right click shows chrome menu, macbook","<jupyter-lab>","0","3","0","","","CC BY-SA 4.0"
"70647568","1","70647817","","2022-01-10 03:42:03","","0","2520","<p>I'm trying export and xml file with nested elements that looks like this:</p>
<pre><code>&lt;?xml version=&quot;1.0&quot; encoding=&quot;UTF-8&quot;?&gt;
&lt;GetCategoriesResponse xmlns=&quot;urn:ebay:apis:eBLBaseComponents&quot;&gt;
    &lt;Timestamp&gt;2015-11-16T03:51:35.809Z&lt;/Timestamp&gt;
    &lt;Ack&gt;Success&lt;/Ack&gt;
    &lt;Version&gt;927&lt;/Version&gt;
    &lt;Build&gt;E927_CORE_API_17590338_R1&lt;/Build&gt;
    &lt;CategoryArray&gt;
            &lt;Category&gt;
            &lt;BestOfferEnabled&gt;true&lt;/BestOfferEnabled&gt;
            &lt;AutoPayEnabled&gt;true&lt;/AutoPayEnabled&gt;
            &lt;CategoryID&gt;20081&lt;/CategoryID&gt;
            &lt;CategoryLevel&gt;1&lt;/CategoryLevel&gt;
            &lt;CategoryName&gt;Antiques&lt;/CategoryName&gt;
            &lt;CategoryParentID&gt;20081&lt;/CategoryParentID&gt;
            &lt;/Category&gt;
    &lt;/CategoryArray&gt;
    &lt;CategoryCount&gt;18282&lt;/CategoryCount&gt;
    &lt;UpdateTime&gt;2015-09-01T22:57:09.000Z&lt;/UpdateTime&gt;
    &lt;CategoryVersion&gt;113&lt;/CategoryVersion&gt;
    &lt;ReservePriceAllowed&gt;true&lt;/ReservePriceAllowed&gt;
    &lt;MinimumReservePrice&gt;0.0&lt;/MinimumReservePrice&gt;
&lt;/GetCategoriesResponse&gt;

</code></pre>
<p>I'm trying to acces the contents of the Tag <strong></strong> with python element Tree I've tried different approaches such as:</p>
<pre><code>import xml.etree.ElementTree as ET

xtree = ET.parse(&quot;categories.xml&quot;)
xroot = xtree.getroot()

for node in xroot.findall('CategoryArray'):
    for snode in node.findall('Category'):
            categoryName = snode.find(&quot;CategoryName&quot;).text
            categoryLevel = snode.find(&quot;CategoryLevel&quot;).text
            categoryParentID = snode.find('CategoryParentID').text
            
            print(categoryName, categoryLevel, categoryParentID)
</code></pre>
<p>but it does not output anything, what am I doing wrong?</p>
","15020956","","","","","2022-01-10 04:31:48","Parse XML File with nested Elements","<python><python-3.x><xml><xml-parsing>","1","0","","","","CC BY-SA 4.0"
