Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,ContentLicense
"27762257","1","27762419","","2015-01-04 04:08:18","","1","13415","<p>I am working on a system whereby I can update a small database from several locations. I wish to host the database on my home computer and allow connections to be made to the database from two other locations through tcp/ip.</p>

<p>I have done the following thus far:</p>

<ol>
<li>Enabled TCP/IP for SQLEXPRESS</li>
<li>Allowed port 1433 tcp on my firewall</li>
<li>Allowed port 1434 udp on my firewall</li>
<li>Enabled SQLEXPRESS server to allow remote connections</li>
</ol>

<p>I was hoping to be able to connect to the database by opening sql management studio on the other pcs and using the following format [ExternalIP]\SQLEXPRESS but as of yet I have been unable to do so. I have looked at what my external IP might be and i am getting two different values:</p>

<p>86.XX.X.XXX
66.XXX.XX.XX</p>

<p>Should I be using either of these values with this format to connect from the other sql management studios when everything has been correctly configured? Are there any steps that I am missing?</p>
","1180519","","1180519","","2015-01-08 19:51:05","2017-07-31 14:55:57","Connecting to a 2014 SQLEXPRESS database on an externally hosted computer through TCP/IP","<sql-server><external><remote-access><tcp>","2","3","0","","","CC BY-SA 3.0"
"27762258","1","","","2015-01-04 04:08:53","","0","223","<p>I am trying to replicate the WWDC 2013 skinning.m slide but I am having trouble with the timeOffset function on the CCAnimationGroup. When I implement the timeoffset in my code it dos not offset the time as it does in apples code it simply just starts from the beginning of my animation no matter what I do. </p>

<p>What is the difference between what apple has done an what i have done?</p>

<p>here is a snippet of apples code:</p>

<pre><code>- (void)extractAnimationsFromSceneSource:(SCNSceneSource *)sceneSource
{


// In this scene objects are animated separately using long animations
// playing 3 successive animations. We will group these long animations
// and then split the group in 3 different animation groups.
// We could also have used three DAEs (one per animation).

NSArray *animationIDs = [sceneSource identifiersOfEntriesWithClass:[CAAnimation class]];

NSUInteger animationCount = [animationIDs count];
NSMutableArray *longAnimations = [[NSMutableArray alloc] initWithCapacity:animationCount];

CFTimeInterval maxDuration = 0;

for (NSInteger index = 0; index &lt; animationCount; index++) {
    CAAnimation *animation = [sceneSource entryWithIdentifier:animationIDs[index] withClass:[CAAnimation class]];
    if (animation) {
        maxDuration = MAX(maxDuration, animation.duration);
        [longAnimations addObject:animation];
     //   NSLog(@""%@"",[longAnimations description]);
    }
}

CAAnimationGroup *longAnimationsGroup = [[CAAnimationGroup alloc] init];
longAnimationsGroup.animations = longAnimations;
longAnimationsGroup.duration = maxDuration;

CAAnimationGroup *idleAnimationGroup = [longAnimationsGroup copy];
idleAnimationGroup.timeOffset = 6.45833333333333;
_idleAnimationGroup = [CAAnimationGroup animation];
_idleAnimationGroup.animations = @[idleAnimationGroup];
_idleAnimationGroup.duration = 24.71 - 6.45833333333333;
_idleAnimationGroup.repeatCount = FLT_MAX;
_idleAnimationGroup.autoreverses = YES;
</code></pre>

<p>}</p>

<p>and here is my code in swift:</p>

<p>init the animation in the class :</p>

<pre><code>class myViewController: UIViewController,
var _idleAnimationGroup = CAAnimationGroup()

...

  func extractAnimationsFromSceneSource(sceneSource: SCNSceneSource)

    {

    var animationsIDs = sceneSource.identifiersOfEntriesWithClass(CAAnimation.self) as [String]

    var animationCount = animationsIDs.count

    var longAnimations:[CAAnimation] = []
    var maxDuration : CFTimeInterval = 0;

    for animationID in animationsIDs {
        if let animation = sceneSource.entryWithIdentifier(animationID, withClass: CAAnimation.self) as? CAAnimation {
            var maxDuration = max(maxDuration, animation.duration);
          longAnimations.append(animation)
        }

    }

        var longAnimationsGroup = CAAnimationGroup()
        longAnimationsGroup.animations = longAnimations
        longAnimationsGroup.duration = maxDuration

        var idleAnimationGroup :CAAnimationGroup = longAnimationsGroup.copy() as CAAnimationGroup

        idleAnimationGroup.timeOffset = 2.5

        _idleAnimationGroup.animations = [idleAnimationGroup]
        _idleAnimationGroup.duration = 1.0


}
</code></pre>

<p>No matter how I chnage the timeoffset it always starts at 0. I see that apple has copied an animation group with a time offset and then used that to instantiate a new animation group based on that offset. I have tried to do this in my code as you can see but it does not change anything!!</p>

<p>Al I can thinkof at the moment is that the timeoffset property is not supported by iOS?? maybe its only supported by cocoa??</p>

<p>Thanks for any help you can offer!</p>
","1254618","","","","","2015-01-04 04:08:53","SceneKit Scene timeoffset not working","<ios><scenekit>","0","2","","","","CC BY-SA 3.0"
"27762260","1","28225594","","2015-01-04 04:09:11","","4","2849","<p>Since upgraded to Ruby 2.2.0 I get the following message in my tests:</p>

<pre><code>invalid salt (BCrypt::Errors::InvalidSalt)
</code></pre>

<p>I didn't find any upgrade notice helping me to understand the problem. I'm using Rails 4.1.8 and Sorcery 0.8.6.</p>

<p>Anybody else having this problem?</p>

<p>MORE Details:</p>

<p>I'm using Sorcery and not Devise. The encrypted data is the password.
It all started in Cucumber tests, in 2 cases:
When I used to send the @user to the mailer to prepare the data for the mails. Here was the code:</p>

<p>UserMailer.passphrase_reset_notification(@user).deliver</p>

<p>Which generated the exception with the message I wrote in the initial message. As a workaround instead of sending the @user I sent the fields I needed and it worked. Here's the new code:</p>

<p>UserMailer.passphrase_reset_notification(@user.name, @user.email).deliver</p>

<p>But the second case is the sign up. It failed in dev and I had to add :salt to user_params to fix it. But it does not fix the thing in the test env. </p>

<p>There's no stack trace, just that one liner message with the lines of my scenario leading to the error. </p>

<p>And I press ""Sign up""
      invalid salt (BCrypt::Errors::InvalidSalt)
      ./app/controllers/users_controller.rb:66:in <code>block in create'
      ./app/controllers/users_controller.rb:64:in</code>create'
      ./app/controllers/application_controller.rb:120:in <code>scope_current_tenant'
      ./features/step_definitions/web_steps.rb:53:in</code>/^(?:|I )press ""([^""]*)""$/'
      features/users/sign_up.feature:149:in `And I press ""Sign up""'</p>

<p>I removed the ""null: false"" for the field ""salt"" in the user table, as suggested by a community member in a post on a more or less similar issue, it didn't help either. </p>

<p>My main question is still the same: what the Ruby new version (2.2.0) has to do with this? And what might be the other surprises if I upgrade the prod?</p>
","4416457","","4416457","","2015-01-05 05:05:07","2015-01-29 22:10:05","invalid salt (BCrypt::Errors::InvalidSalt)","<ruby-on-rails><ruby><bcrypt><sorcery>","3","2","","","","CC BY-SA 3.0"
"27762264","1","","","2015-01-04 04:09:45","","0","44","<p>This is what I did</p>

<pre><code> money=raw_input(""How much money do you have in your bank account?"")
     if money &gt;= 700:
         print(""you have more or equal to 700"")
     else money &lt;700:
         print(""you have less than 700"")
</code></pre>

<p>result is 
    500, you have more or equal to 700
    800, you have more or equal to 700</p>

<p>The else phrase doesn't work</p>
","4411114","","4411114","","2015-01-05 23:28:17","2015-01-05 23:28:17","Python condition statement","<python-2.7>","3","2","","","","CC BY-SA 3.0"
"27762265","1","27762316","","2015-01-04 04:09:46","","0","63","<p>I'm working on a unique project in that I would like to be able to have CSHTML Razor Views, Windows Forms, and various other ""non project type crossing"" project item templates in one single project in visual studio.</p>

<p>Is there a way I can override the project type so that it compiles as a Windows Form's project but still allows me to add CSHTML files and other template types to it?</p>
","2419089","","","","","2015-01-04 04:19:45","Is it possible to configure a csproj file to allow any project item type?","<visual-studio-2013>","1","0","","","","CC BY-SA 3.0"
"27762266","1","27762333","","2015-01-04 04:10:01","","-2","42","<p>How can I edit out unneeded parts of variables in a given C# script?
For example, for the code:</p>

<pre><code>var Variable1 = ""the big lazy fox""
</code></pre>

<p>I would like to change to something like:</p>

<pre><code>var Variable1 = ""lazy fox""
</code></pre>

<p>EDIT: Let me myself clearer, the variable in question is updated every two minutes with a new string, and the first two words need to be edited out, which are always the same. There is no permanent set piece of text for the given variable (in its original state).</p>
","4377574","","3540484","","2015-01-04 04:29:29","2015-01-04 23:53:07","Edit Out Bits of Variables in a C# Program","<c#><string><replace>","2","3","","2015-01-04 08:58:56","","CC BY-SA 3.0"
"27762268","1","27763870","","2015-01-04 04:10:27","","2","365","<p>I implemented a chat client using GTalk servers and (a)Smack library. So far so good. Now, what I can't wrap my head around is how to notify the user of received chats when the app is closed, the same way all other chat apps do. I was reading into push notifications but all examples I find have a server component as well, which I obviously don't since my app is just a client for GTalk.</p>

<p>Should I be using GCM and implement the server side for this? Should I instead attempt to start a service that will listen for incoming messages at boot time (similar to <a href=""https://stackoverflow.com/questions/2784441/trying-to-start-a-service-on-boot-on-android"">this example</a>)?</p>
","294657","","-1","","2017-05-23 11:58:13","2015-01-04 12:39:03","How to notify the user about received GTalk chats when the app is not running","<android><xmpp><smack><asmack><google-talk>","3","0","0","","","CC BY-SA 3.0"
"27762269","1","","","2015-01-04 04:10:41","","0","43","<p>Basically what I want to do is take a table which holds information for two other tables on the database.</p>

<pre><code>tbl_server_player contains - StatsID, ServerID, PlayerID
</code></pre>

<p>Of course in this table it doesn't contain matching ID's. So is it possible to take table 
tbl_playerdata, tbl_playerstats and combine the two tables when calling for the data from tbl_server_player as reference.</p>

<p>For example</p>

<pre><code>tbl_server_player
StatsID = 1
ServerID = 5
PlayerID = 10

tbl_playerstats
StatsID = 1
Score = 28921
Kill= 199

tbl_playerdata
PlayerID = 10
SoldierName = Player
GlobalRank = 9
</code></pre>

<p>So when querying playerstats and playerdata it only selects information needed from tbl_server_player and combines the information. How it is displayed doesn't matter as I would only be wanting to call certain columns.</p>

<p>I am simply unsure of how to set out the </p>

<pre><code>$result = mysql_query(""select "");.
</code></pre>

<p>If anyone has an answer for my madness, it would be much appreciated. </p>
","4416454","","4370279","","2015-01-04 04:34:53","2015-04-03 21:36:48","Taking information from one table and query data from two other tables","<php><database>","0","2","","","","CC BY-SA 3.0"
"27762271","1","","","2015-01-04 04:11:20","","-4","74","<p>Hi How I write these several code in only one line</p>

<pre><code>            if (stimee.getText().toString().equals(""0"")) {stimevar=""00""; } 
            if (stimee.getText().toString().equals(""1"")) {stimevar=""01""; } 
            if (stimee.getText().toString().equals(""2"")) {stimevar=""02""; } 
            if (stimee.getText().toString().equals(""3"")) {stimevar=""03""; } 
            if (stimee.getText().toString().equals(""4"")) {stimevar=""04""; } 
            if (stimee.getText().toString().equals(""5"")) {stimevar=""05""; } 
            if (stimee.getText().toString().equals(""6"")) {stimevar=""06""; } 
            if (stimee.getText().toString().equals(""7"")) {stimevar=""07""; } 
            if (stimee.getText().toString().equals(""8"")) {stimevar=""08""; } 
            if (stimee.getText().toString().equals(""9"")) {stimevar=""09""; } 
</code></pre>
","2749494","","","","","2015-01-04 14:27:16","How to decrease my repeated code","<java><android>","4","2","","2015-01-04 09:30:51","","CC BY-SA 3.0"
"27762279","1","","","2015-01-04 04:13:14","","0","1244","<p>I want to write a custom template tag that returns a form. How can I make sure it includes the csrf_token?</p>
","1096660","","","","","2015-01-04 04:51:16","How to add csrf_token to forms made in custom template tags in Django?","<django><django-forms><django-csrf>","1","2","","","","CC BY-SA 3.0"
